"RBP_CDE_RISK_BOOK","RBP_UID_USERID","RBP_TSP_REC_CREATE","RBP_TSP_REC_UPDATE","RBP_UID_REC_CREATE","RBP_UID_REC_UPDATE","RBP_IND_BUY_SELL","RBP_IND_MARK","RBP_IND_VIEW_PRCES","RBP_IND_PRIMARY"
"GTS  ","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RISKA","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"LIQEU","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RISKC","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RISKI","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"PRFIN","COPEAMST","2020-09-25 18:54:45","2020-09-25 18:54:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","MIGGY_IN","2020-09-28 15:34:16","2020-09-28 15:34:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","MIGGY_IN","2020-09-28 15:34:16","2020-09-28 15:34:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","MIGGY_IN","2020-09-28 15:34:16","2020-09-28 15:34:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","MIGGY_IN","2020-09-28 15:34:16","2020-09-28 15:34:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","MIGGY_IN","2020-09-28 15:34:16","2020-09-28 15:34:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","MIGGY_IN","2020-09-28 15:34:16","2020-09-28 15:34:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","MIGGY_IN","2020-09-28 15:34:16","2020-09-28 15:34:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","MIGGY_IN","2020-09-28 15:34:16","2020-09-28 15:34:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","MIGGY_SU","2020-09-28 15:45:14","2020-09-28 15:45:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","MIGGY_SU","2020-09-28 15:45:14","2020-09-28 15:45:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","LQEU0011","2020-05-06 15:03:35","2020-05-06 15:03:35","XMIRANDA","XMIRANDA","N","N","Y","N"
"BKGOV","USRSUP00","2020-07-03 19:59:46","2020-07-03 19:59:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","ADM_BAT ","2020-06-22 20:21:43","2020-06-22 20:21:43","CFRANCI5","CFRANCI5","N","N","Y","N"
"SAF  ","ADM_BAT ","2020-07-03 15:40:23","2020-07-03 15:40:23","CFRANCIS","CFRANCIS","N","N","Y","N"
"BPB  ","ADM_BAT ","2020-07-01 11:57:41","2020-07-01 11:57:41","CFRANCIS","CFRANCIS","N","N","Y","N"
"DCM  ","ADM_BAT ","2020-07-03 15:40:23","2020-07-03 15:40:23","CFRANCIS","CFRANCIS","N","N","Y","N"
"SAF  ","USRINP00","2020-07-03 18:46:15","2020-07-03 18:49:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","USRINP00","2020-07-03 18:46:15","2020-07-03 18:49:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","USRINP00","2020-07-03 18:46:15","2020-07-03 18:49:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","USRINP00","2020-07-03 18:46:15","2020-07-03 18:49:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","USRINP00","2020-07-03 18:46:15","2020-07-03 18:49:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","USRINP00","2020-07-03 18:46:15","2020-07-03 18:49:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","USRINP00","2020-07-03 18:46:15","2020-07-03 18:49:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","USRINP00","2020-07-03 18:46:15","2020-07-03 18:49:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","USRINP00","2020-07-03 18:46:15","2020-07-03 18:49:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","USRINP00","2020-07-03 18:46:15","2020-07-03 18:49:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","USRINP00","2020-07-03 18:46:15","2020-07-03 18:49:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","USRMAN00","2020-07-03 19:36:44","2020-07-03 19:36:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","USRMAN00","2020-07-03 19:36:44","2020-07-03 19:36:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","USRMAN00","2020-07-03 19:36:44","2020-07-03 19:36:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","USRMAN00","2020-07-03 19:36:44","2020-07-03 19:36:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","USRMAN00","2020-07-03 19:36:44","2020-07-03 19:36:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","USRMAN00","2020-07-03 19:36:44","2020-07-03 19:36:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","USRMAN00","2020-07-03 19:36:44","2020-07-03 19:36:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","USRMAN00","2020-07-03 19:36:44","2020-07-03 19:36:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","USRMAN00","2020-07-03 19:36:44","2020-07-03 19:36:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","USRMAN00","2020-07-03 19:36:44","2020-07-03 19:36:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","USRMAN00","2020-07-03 19:36:44","2020-07-03 19:36:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","FJMGRAM ","2020-07-13 16:29:16","2020-07-13 16:29:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","USRSUP00","2020-07-03 19:59:46","2020-07-03 19:59:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","USRSUP00","2020-07-03 19:59:46","2020-07-03 19:59:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","USRSUP00","2020-07-03 19:59:46","2020-07-03 19:59:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","USRSUP00","2020-07-03 19:59:46","2020-07-03 19:59:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","USRSUP00","2020-07-03 19:59:46","2020-07-03 19:59:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","USRSUP00","2020-07-03 19:59:46","2020-07-03 19:59:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","USRSUP00","2020-07-03 19:59:46","2020-07-03 19:59:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","USRSUP00","2020-07-03 19:59:46","2020-07-03 19:59:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","USRSUP00","2020-07-03 19:59:46","2020-07-03 19:59:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","USRSUP00","2020-07-03 19:59:46","2020-07-03 19:59:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","DJRHMNGR","2020-07-20 17:36:39","2020-07-20 17:36:39","ADMIN1  ","ADMIN1  ","Y","Y","N","N"
"BCF  ","FJMGRAM ","2020-07-13 16:29:16","2020-07-13 16:29:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","FJMGRAM ","2020-07-13 16:29:16","2020-07-13 16:29:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","FJMGRAM ","2020-07-13 16:29:16","2020-07-13 16:29:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","FJMGRAM ","2020-07-13 16:29:16","2020-07-13 16:29:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","FJMGRAM ","2020-07-13 16:29:16","2020-07-13 16:29:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","FJMGRAM ","2020-07-13 16:29:16","2020-07-13 16:29:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","FJMGRAM ","2020-07-13 16:29:16","2020-07-13 16:29:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","FJMGRAM ","2020-07-13 16:29:16","2020-07-13 16:29:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","FJMGRAM ","2020-07-13 16:29:16","2020-07-13 16:29:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","DJRHMNGR","2020-07-20 17:36:39","2020-07-20 17:36:39","ADMIN1  ","ADMIN1  ","Y","Y","Y","Y"
"PRIEQ","DJRHSUPP","2020-07-20 17:41:41","2020-07-20 17:41:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","DJRHSUPP","2020-07-20 17:41:41","2020-07-20 17:41:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","DJRHSUPP","2020-07-20 17:41:41","2020-07-20 17:41:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","DJRHSUPP","2020-07-20 17:41:41","2020-07-20 17:41:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","DJRHSUPP","2020-07-20 17:41:41","2020-07-20 17:41:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","DJRHSUPP","2020-07-20 17:41:41","2020-07-20 17:41:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","DJRHSUPP","2020-07-20 17:41:41","2020-07-20 17:41:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","DJRHSUPP","2020-07-20 17:41:41","2020-07-20 17:41:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","DJRHSUPP","2020-07-20 17:41:41","2020-07-20 17:41:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","DJRHSUPP","2020-07-20 17:41:41","2020-07-20 17:41:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","MIGGY_SU","2020-09-28 15:45:14","2020-09-28 15:45:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","MIGGY_SU","2020-09-28 15:45:14","2020-09-28 15:45:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","MIGGY_SU","2020-09-28 15:45:14","2020-09-28 15:45:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","MIGGY_SU","2020-09-28 15:45:14","2020-09-28 15:45:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","MIGGY_SU","2020-09-28 15:45:14","2020-09-28 15:45:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","MIGGY_SU","2020-09-28 15:45:14","2020-09-28 15:45:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","MIGGY_MA","2020-09-28 15:59:45","2020-09-28 15:59:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","MIGGY_MA","2020-09-28 15:59:45","2020-09-28 15:59:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","MIGGY_MA","2020-09-28 15:59:45","2020-09-28 15:59:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","MIGGY_MA","2020-09-28 15:59:45","2020-09-28 15:59:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","MIGGY_MA","2020-09-28 15:59:45","2020-09-28 15:59:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","MIGGY_MA","2020-09-28 15:59:45","2020-09-28 15:59:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","MIGGY_MA","2020-09-28 15:59:45","2020-09-28 15:59:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","MIGGY_MA","2020-09-28 15:59:45","2020-09-28 15:59:45","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","SAMGR01 ","2020-09-29 11:44:13","2020-09-29 11:44:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","SAMGR01 ","2020-09-29 11:44:13","2020-09-29 11:44:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","SAMGR01 ","2020-09-29 11:44:13","2020-09-29 11:44:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","SAMGR01 ","2020-09-29 11:44:13","2020-09-29 11:44:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","SAMGR01 ","2020-09-29 11:44:13","2020-09-29 11:44:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","SAMGR01 ","2020-09-29 11:44:13","2020-09-29 11:44:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","SAMGR01 ","2020-09-29 11:44:13","2020-09-29 11:44:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","SAMGR01 ","2020-09-29 11:44:13","2020-09-29 11:44:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","CCUISIA ","2020-09-29 14:41:25","2020-09-29 14:41:25","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RISKA","CCUISIA ","2020-09-29 14:41:25","2020-09-29 14:41:25","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"LIQEU","CCUISIA ","2020-09-29 14:41:25","2020-09-29 14:41:25","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RISKC","CCUISIA ","2020-09-29 14:41:25","2020-09-29 14:41:25","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"GTS  ","SAMGR01 ","2020-09-29 14:45:46","2020-09-29 14:45:46","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RTZ  ","SAMGR01 ","2020-09-29 14:45:46","2020-09-29 14:45:46","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"LIQEU","SAMGR01 ","2020-09-29 14:45:46","2020-09-29 14:45:46","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RISKA","SAMGR01 ","2020-09-29 14:45:46","2020-09-29 14:45:46","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"SAM  ","SAMGR01 ","2020-09-29 14:45:46","2020-09-29 14:45:46","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"BKGOV","SAMGR01 ","2020-09-29 14:45:46","2020-09-29 14:45:46","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RISKI","SAMGR01 ","2020-09-29 14:45:46","2020-09-29 14:45:46","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"TEST ","SAMGR01 ","2020-09-29 14:45:46","2020-09-29 14:45:46","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RISKC","SAMGR01 ","2020-09-29 14:45:46","2020-09-29 14:45:46","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RELEN","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RISKC","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"BPB  ","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"BCF  ","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"BKGOV","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"PRIEQ","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RISKI","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"SAM  ","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"PRFIN","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","SUPCC01 ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"BKGOV","ARFELM01","2020-10-02 09:57:18","2020-10-02 09:57:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","ARFELM01","2020-10-02 09:57:18","2020-10-02 09:57:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","ARFELM01","2020-10-02 09:57:18","2020-10-02 09:57:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","ARFELM01","2020-10-02 09:57:18","2020-10-02 09:57:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","ARFELM01","2020-10-02 09:57:18","2020-10-02 09:57:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","FJSUPAM ","2020-07-13 16:18:57","2020-07-13 16:18:57","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","FJUSRAM ","2020-07-13 16:20:55","2020-07-13 16:20:55","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","FJSUPAM ","2020-07-13 16:18:57","2020-07-13 16:18:57","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","FJSUPAM ","2020-07-13 16:18:57","2020-07-13 16:18:57","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","FJSUPAM ","2020-07-13 16:18:57","2020-07-13 16:18:57","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","CFRANCIS","2020-06-23 14:22:13","2020-06-23 14:22:13","RETAIL  ","RETAIL  ","Y","Y","N","N"
"SAF  ","CFRANCIS","2020-06-23 14:22:13","2020-06-23 14:22:13","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"BPB  ","FJSUPAM ","2020-07-13 16:18:57","2020-07-13 16:18:57","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","FJSUPAM ","2020-07-13 16:18:57","2020-07-13 16:18:57","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","FJSUPAM ","2020-07-13 16:18:57","2020-07-13 16:18:57","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","FJSUPAM ","2020-07-13 16:18:57","2020-07-13 16:18:57","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","FJSUPAM ","2020-07-13 16:18:57","2020-07-13 16:18:57","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","FJSUPAM ","2020-07-13 16:18:57","2020-07-13 16:18:57","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","FJUSRAM ","2020-07-13 16:20:55","2020-07-13 16:20:55","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","FJUSRAM ","2020-07-13 16:20:55","2020-07-13 16:20:55","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","FJUSRAM ","2020-07-13 16:20:55","2020-07-13 16:20:55","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","FJUSRAM ","2020-07-13 16:20:55","2020-07-13 16:20:55","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","FJUSRAM ","2020-07-13 16:20:55","2020-07-13 16:20:55","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","FJUSRAM ","2020-07-13 16:20:55","2020-07-13 16:20:55","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","FJUSRAM ","2020-07-13 16:20:55","2020-07-13 16:20:55","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","FJUSRAM ","2020-07-13 16:20:55","2020-07-13 16:20:55","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","FJUSRAM ","2020-07-13 16:20:55","2020-07-13 16:20:55","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","INPELY01","2020-08-19 12:18:30","2020-08-19 12:18:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","INPELY01","2020-08-19 12:18:30","2020-08-19 12:18:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","INPELY01","2020-08-19 12:18:30","2020-08-19 12:18:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","INPELY01","2020-08-19 12:18:30","2020-08-19 12:18:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","INPELY01","2020-08-19 12:18:30","2020-08-19 12:18:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","INPELY01","2020-08-19 12:18:30","2020-08-19 12:18:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","INPELY01","2020-08-19 12:18:30","2020-08-19 12:18:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","INPELY01","2020-08-19 12:18:30","2020-08-19 12:18:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","SUPELY01","2020-08-19 12:20:04","2020-08-19 12:20:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","SUPELY01","2020-08-19 12:20:04","2020-08-19 12:20:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","SUPELY01","2020-08-19 12:20:04","2020-08-19 12:20:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","SUPELY01","2020-08-19 12:20:04","2020-08-19 12:20:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","SUPELY01","2020-08-19 12:20:04","2020-08-19 12:20:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","SUPELY01","2020-08-19 12:20:04","2020-08-19 12:20:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","SUPELY01","2020-08-19 12:20:04","2020-08-19 12:20:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","SUPELY01","2020-08-19 12:20:04","2020-08-19 12:20:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","MGRELY01","2020-08-19 12:20:58","2020-08-19 12:20:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","MGRELY01","2020-08-19 12:20:58","2020-08-19 12:20:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","MGRELY01","2020-08-19 12:20:58","2020-08-19 12:20:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","MGRELY01","2020-08-19 12:20:58","2020-08-19 12:20:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","MGRELY01","2020-08-19 12:20:58","2020-08-19 12:20:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","MGRELY01","2020-08-19 12:20:58","2020-08-19 12:20:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","MGRELY01","2020-08-19 12:20:58","2020-08-19 12:20:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","MGRELY01","2020-08-19 12:20:58","2020-08-19 12:20:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","INPDEL01","2020-08-19 12:48:03","2020-08-19 12:48:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","INPDEL01","2020-08-19 12:48:03","2020-08-19 12:48:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","INPDEL01","2020-08-19 12:48:03","2020-08-19 12:48:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","INPDEL01","2020-08-19 12:48:03","2020-08-19 12:48:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","INPDEL01","2020-08-19 12:48:03","2020-08-19 12:48:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","INPDEL01","2020-08-19 12:48:03","2020-08-19 12:48:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","INPDEL01","2020-08-19 12:48:03","2020-08-19 12:48:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","INPDEL01","2020-08-19 12:48:03","2020-08-19 12:48:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","SUPDEL01","2020-08-19 12:48:44","2020-08-19 12:48:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
