OST_RID_OUTSTANDNG,OST_NME_ALIAS,OST_CID_BORROWER,OST_PID_DEAL,OST_PID_FACILITY,OST_CDE_OUTSTD_TYP,OST_CDE_PRICE_OPT,OST_CDE_OBJ_STATE,OST_CDE_OB_ST_CTG,OST_TSP_REC_CREATE,OST_TSP_REC_UPDATE,OST_UID_REC_CREATE,OST_UID_REC_UPDATE,OST_AMT_BANK_GROSS,OST_AMT_BANK_NET,OST_IND_FLOAT_RATE,OST_IND_MATCH_FUND,OST_IND_HAS_RPR_DT,OST_CDE_PERF_STAT,OST_CDE_ENDTE_RULE,OST_IND_ACCRUABLE,OST_RTE_FC_RATE,OST_RTE_FC_HS_RATE,OST_AMT_FC_BNK_GRS,OST_AMT_FC_BNK_NET,OST_CDE_TRSRY_AREA,OST_CDE_RQST_CCY,OST_IND_AC_CF_ONLY,OST_AMT_FC_CURRENT,OST_CDE_CURRENCY,OST_CDE_LOAN_PURP,OST_DTE_REPRICING,OST_CDE_REPR_FREQ,OST_CDE_RISK_TYPE,OST_PID_SUBLIMIT,OST_DTE_EFFECTIVE,OST_AMT_ORIGINAL,OST_AMT_CURRENT,OST_CDE_ACR_PERIOD,OST_IND_AUTO_EXTND,OST_CDE_EXTENSION,OST_NUM_NOTIFICATN,OST_IND_REINSTATBL,OST_NUM_EXT_INCR,OST_DTE_EXPIRY_ENT,OST_DTE_EXPIRY_CLC,OST_DTE_EXPIRY_FNL,OST_CDE_SIC,OST_CDE_GL_CLASS,OST_IND_NOTF_RCVD,OST_IND_FACING_FEE,OST_IND_ISSUIN_FEE,OST_DTE_PAID_DOWN,OST_CDE_FRG_WTHHLD,OST_PCT_FRG_WTHHLD,OST_CDE_TAX_EXEMPT,OST_PCT_TAX_EXEMPT,OST_CDE_RAC_REPRIC,OST_CDE_SIC_CNTRY,OST_DTE_RAC_REPRIC,OST_CDE_ACT_ACR_RL,OST_RID_COLLAT_DEF,OST_IND_AC_SCD_BAL,OST_AMT_SCHED_BAL,OST_IND_AUTO_PREPF,OST_IND_BILL_BORR,OST_NUM_BILL_DAYS,OST_IND_DONT_PRNT,OST_IND_DONT_MAIL,OST_IND_BILL_MATR,OST_AMT_NACR_TLRNC,OST_PCT_NACR_TLRNC,OST_RID_LCHG_RULE,OST_CDE_OVERAGE_RL,OST_IND_SEPACRFEES,OST_IND_PMAT_INT,OST_IND_ANV_DTE_AP,OST_DTE_ANIVERSARY,OST_CDE_ANVDTE_EOM,OST_IND_INT_DUE_RP,OST_IND_SYNC_PC_RP,OST_DTE_ACT_REPRIC,OST_CDE_DEC_ROUND,OST_CDE_FRAC_ROUND,OST_CDE_DEC_PRECN,OST_CDE_FRAC_IRATE,OST_CDE_RAP_MTHD,OST_IND_INC_XMLBIL,OST_CDE_UNSCHP_MTH,OST_IND_CARE_OF,OST_AMT_PREP_FEE,OST_IND_TEMP_PYMT,OST_CDE_PLEDGE,OST_AMT_ADJBAL,OST_AMT_BASE_DISC,OST_AMT_SCH_DISC,OST_CDE_CON_BIL_OP,OST_CDE_F_ACR_CUR,OST_CDE_GRACE_CAL,OST_CDE_OWNER_TYPE,OST_CDE_PSD_IT_TYP,OST_CDE_STDTE_RULE,OST_CDE_STMT_FREQ,OST_DTE_ART_SET,OST_DTE_CDS_NEXT,OST_DTE_EOC_DDLPI,OST_DTE_EOM_DDLPI,OST_DTE_FFPMT_EFF,OST_DTE_FX_RATE,OST_DTE_IFPMT_EFF,OST_DTE_INTENT,OST_DTE_NOTE,OST_DTE_RATE_SETT,OST_IND_AUTO_GEN,OST_IND_AUTO_OPYMT,OST_IND_AUTO_RD_EX,OST_IND_AUTO_REL,OST_IND_AUTO_RTF,OST_IND_BULLET_PAY,OST_IND_CMP_INT,OST_IND_CSFL_FRMTO,OST_IND_DIR_NOTE,OST_IND_ELG_98,OST_IND_ELG_99DIV,OST_IND_FDPR_DATE,OST_IND_MRT_SET,OST_IND_PMT_PLAN,OST_IND_PSTDUE_ACR,OST_IND_RP_SCH_SYN,OST_IND_SEP_99AC,OST_IND_STA_HB_SHR,OST_IND_UNED_INT,OST_IND_WAIVE_STTX,OST_NME_ACCT_NAME,OST_NME_PROPERTY,OST_NUM_PDUE_GDAYS,OST_TXT_CONTRACTID,OST_RID_LINKED_DEP,OST_RID_OWNER,OST_RID_PSTD_ITEM,OST_RID_PSTDUE_PRA,OST_RTE_AC_HS_RATE,OST_RTE_ACR_RATE,OST_RTE_PURCHASED,OST_TXT_CNTNO,OST_TXT_EOC_SRP,OST_TXT_SRC_SYS_ID,OST_CDE_IMP_STAGE,OST_IND_CFA_CHO,OST_IND_IMP_ST_OVR,OST_IND_INSCH_RPDT,OST_IND_DEPO_PAYOF,OST_IND_ITEM_PAYOF,OST_DTE_MSD_PRC,OST_DTE_MSD_INT,OST_CDE_MSD_PRC,OST_CDE_MSD_INT,OST_IND_MSD_PRC,OST_IND_MSD_INT,OST_OID_OUTSTANDNG,OST_CDE_BRANCH
;UEI04RJ,"60001191       ",SIEESUTN,"#!EFTROA","#!EFTRT9","LOAN ",USDLI,LRELS,ACTUA,2020-10-13 18:17:13,2020-10-13 21:10:32,SMANZANO,SMANZANO,16000,8000,N,N,Y,"ACCR ","TOAD ",Y,0.918273645546373,0.918273645546372,14692.38,7346.19,"NZ   ",USD,N,14692.38,USD,CONSH,2021-04-06 00:00:00,"1M   ",LOANS,,2021-03-03 00:00:00,16000,16000,"MON  ",N,,,N,,2024-05-28 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,16000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-01 00:00:00,,,,,2021-03-31 00:00:00,,2021-03-30 00:00:00,,2021-03-31 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2024-05-28 00:00:00,2024-05-28 00:00:00,"LMTR ","LMTR ",N,N,3841d5a3d4ffceb1a67d4c5,CG852
D2EI1V7E,"60001203       ",?ZE4CIA6,40EDZTD7,=+EI1JPZ,"LOAN ",USDLI,"PEND ",POTEN,2020-10-14 13:52:12,2020-10-14 13:52:17,SMANZANO,SMANZANO,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"AU   ",USD,N,,USD,"ACQ  ",2021-04-06 00:00:00,"1M   ",LOANS,,2021-03-05 00:00:00,232420.5,,"MON  ",,,,N,,2026-03-09 00:00:00,,,"0420      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-03 00:00:00,,,,,2021-03-31 00:00:00,,2021-03-30 00:00:00,,2021-03-31 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,385334a43271f30eef9ee41,CG852
JIEHZR6V,"60001179       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,LRELS,ACTUA,2020-10-13 09:37:57,2020-10-13 13:50:32,LIQUSR05,LIQUSR05,700,700,N,N,Y,"ACCR ","TOAD ",Y,1,1,700,700,"NL   ",EUR,N,700,EUR,"ACQ  ",2021-04-01 00:00:00,"1M   ",LOANS,,2021-03-01 00:00:00,6700,700,"MON  ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,700,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-02-25 00:00:00,,,,,2021-03-30 00:00:00,,2021-03-29 00:00:00,,2021-03-30 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2027-06-25 00:00:00,2027-06-25 00:00:00,"LMTR ","LMTR ",N,N,383a62201cf6bed6467d41e,CG852
3=EHZP5B,"60001183       ",ZHEF7YY1,9ZEF82FK,38EHZOL4,"LOAN ",GBLIB,LRELS,ACTUA,2020-10-13 11:08:25,2020-10-13 12:37:00,JAQUITAN,JANICEA1,200000000,200000000,N,N,Y,"ACCR ","TOAD ",Y,1,1,200000000,200000000,"NL   ",GBP,N,200000000,GBP,"ACQ  ",2021-04-01 00:00:00,"1M   ",LOANS,,2021-03-01 00:00:00,200000000,200000000,"MON  ",N,,,N,,2025-03-07 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,200000000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-02-25 00:00:00,,,,,2021-03-30 00:00:00,,2021-03-29 00:00:00,,2021-03-30 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-03-07 00:00:00,2025-03-07 00:00:00,"LMTR ","LMTR ",N,N,383bb3d3c34f815ec67d44f,CG852
(VEHZRVD,"60001186       ",SIEESUTN,"#!EFTROA","#!EFTRT9","LOAN ",EURLI,LRELS,ACTUA,2020-10-13 13:22:59,2020-10-13 13:54:31,CMARTILL,RPTSUP01,26500,13250,N,N,Y,"ACCR ","TOAD ",Y,1,1,26500,13250,"NZ   ",EUR,N,26500,EUR,CONSH,2021-04-01 00:00:00,"1M   ",LOANS,,2021-03-01 00:00:00,26500,26500,"MON  ",N,,,N,,2024-05-28 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,26500,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-02-25 00:00:00,,,,,2021-03-30 00:00:00,,2021-03-29 00:00:00,,2021-03-30 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2024-05-28 00:00:00,2024-05-28 00:00:00,"LMTR ","LMTR ",N,N,383d9b6d14aa03a8f67d482,CG852
I6EI23LV,"60001218       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,"PEND ",POTEN,2020-10-14 19:41:46,2020-10-14 19:47:30,SMANZANO,MANZANOM,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2021-04-06 00:00:00,"1M   ",LOANS,,2021-03-05 00:00:00,110123.45,,"MON  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-03 00:00:00,,,,,2021-03-31 00:00:00,,2021-03-30 00:00:00,,2021-03-31 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,38585095d2f2d4951f9eec1,CG852
2PEI269A,"60001222       ",?ZE4CIA6,D3EI1MRL,I-EI259A,"LOAN ",USDLI,"PEND ",POTEN,2020-10-14 20:13:00,2020-10-14 20:13:20,SMANZANO,SMANZANO,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"AU   ",USD,N,,USD,"ACQ  ",2021-04-09 00:00:00,"1M   ",LOANS,,2021-03-09 00:00:00,167670.5,,"MON  ",,,,N,,2026-03-05 00:00:00,,,"0420      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-05 00:00:00,,,,,2021-04-07 00:00:00,,2021-04-06 00:00:00,,2021-04-07 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,3858c74a76dda0eecf9eedb,CG852
BZEI38KR,"60001229       ",?ZE4CIA6,"#+EI35Q6",BPEI37NY,"LOAN ",USDLI,"PEND ",POTEN,2020-10-15 09:37:20,2020-10-15 09:44:02,SMANZANO,MANZANOM,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"AU   ",USD,N,,USD,"ACQ  ",2021-04-09 00:00:00,"1M   ",LOANS,,2021-03-09 00:00:00,1000000.65,,"MON  ",N,,,N,,2026-03-05 00:00:00,,,"0420      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-05 00:00:00,,,,,2021-04-07 00:00:00,,2021-04-06 00:00:00,,2021-04-07 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,386491bb93a558441f9ef2e,CG852
QKEI3HZ9,"60001233       ",SIEESUTN,:6EI3GEF,:6EI3GFB,"LOAN ","BAB  ","PEND ",POTEN,2020-10-15 12:22:51,2020-10-15 12:32:21,LIQAPCP3,LIQAPCP3,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",AUD,N,,AUD,"ACQ  ",2021-04-12 00:00:00,"1M   ",LOANS,,2021-03-10 00:00:00,1000000,,"MON  ",N,,,N,,2026-03-06 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-08 00:00:00,,,,,2021-04-08 00:00:00,,2021-04-07 00:00:00,,2021-04-08 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,3866fc11ddef9e72bf9ef66,CG852
Q)EI3K3H,"60001234       ",SIEESUTN,:6EI3GEF,:6EI3GI8,"LOAN ","BAB  ",CNCLD,INACT,2020-10-15 12:47:06,2020-10-15 12:47:17,LIQAPCP3,LIQAPCP3,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",AUD,N,,AUD,"ACQ  ",2021-05-10 00:00:00,"2M   ",LOANS,,2021-03-08 00:00:00,1000000,,"M02  ",,,,N,,2026-03-06 00:00:00,,,"0124      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-04 00:00:00,,,,,2021-05-06 00:00:00,,2021-05-05 00:00:00,,2021-05-06 00:00:00,,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,38675aa0c33a499baf9ef71,CG852
QJEI3KKH,"60001235       ",SIEESUTN,:6EI3GEF,:6EI3GI8,"LOAN ","BAB  ",LRELS,ACTUA,2020-10-15 12:49:30,2020-10-15 12:54:12,LIQUSR03,LIQAPCP3,400000,400000,N,N,Y,"ACCR ","TOAD ",Y,1,1,400000,400000,"NZ   ",AUD,N,1000000,AUD,"ACQ  ",2021-05-10 00:00:00,"2M   ",LOANS,,2021-03-08 00:00:00,1000000,1000000,"M02  ",N,,,N,,2026-03-06 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1000000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-04 00:00:00,,,,,2021-05-06 00:00:00,,2021-05-05 00:00:00,,2021-05-06 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2026-03-06 00:00:00,2026-03-06 00:00:00,"LMTR ","LMTR ",N,N,38676420ba5f24664f9ef78,CG852
04EHQOF9,"60001140       ",SIEESUTN,(7EFGXIA,(7EFGXST,"LOAN ",EURLI,"PEND ",POTEN,2020-10-08 15:41:57,2020-10-08 15:54:47,CMARTILL,RPTSUP01,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,CONSH,2020-05-29 00:00:00,"1D   ",LOANS,,2020-05-29 00:00:00,1000,,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-27 00:00:00,,,,,2020-05-27 00:00:00,,2020-05-26 00:00:00,,2020-05-27 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,37d63986dad0d22bab71828,CG852
F)EHSGRK,"60001167       ",ZHEF7YY1,+OEH9ZC4,+OEH9ZD0,"LOAN ",EURLI,"PEND ",POTEN,2020-10-09 14:48:20,2020-10-09 14:59:12,MANZANOM,MANZANOS,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-07-14 00:00:00,"1D   ",LOANS,,2020-07-13 00:00:00,130000,,"DAL  ",N,,,N,,2025-07-08 00:00:00,,,"2161      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-09 00:00:00,,,,,2020-07-10 00:00:00,,2020-07-09 00:00:00,,2020-07-10 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,37ea90e3926b497bdb71965,CG852
TREHY7PZ,"60001176       ",SIEESUTN,.XEHY4LC,.XEHY4PA,"LOAN ","BAB  ","PEND ",POTEN,2020-10-12 15:46:24,2020-10-12 15:46:40,LIQUSR03,LIQUSR03,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",AUD,N,,AUD,"ACQ  ",2020-08-17 00:00:00,"1M   ",LOANS,,2020-07-15 00:00:00,1000000,,"MON  ",,,,N,,2023-07-13 00:00:00,,,"0124      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-15 00:00:00,,,,,2020-08-17 00:00:00,,2020-08-12 00:00:00,,2020-08-17 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,382ab2f1b4adc6a9fb719f0,CG852
@MEHZTOL,"60001185       ",ZHEF7YY1,9ZEF82FK,@9EHZSR7,"LOAN ",GBLIB,"PEND ",POTEN,2020-10-13 13:14:58,2020-10-13 13:36:29,JAQUITAN,JANICEA1,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",GBP,N,,GBP,"ACQ  ",2021-04-01 00:00:00,"1M   ",LOANS,,2021-03-01 00:00:00,100000000,,"MON  ",N,,,N,,2025-03-03 00:00:00,,,"2161      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-02-25 00:00:00,,,,,2021-03-30 00:00:00,,2021-03-29 00:00:00,,2021-03-30 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,383d868e5cb4eaca067d47b,CG852
CBEHZYBA,"60001190       ",ZHEF7YY1,3.EFFDYP,3.EFFDZL,"LOAN ",EURLI,"PEND ",POTEN,2020-10-13 17:23:23,2020-10-13 19:45:53,"C116594 ","B116594 ",0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2021-04-01 00:00:00,"1M   ",LOANS,,2021-03-01 00:00:00,30,,"MON  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-02-25 00:00:00,,,,,2021-03-30 00:00:00,,2021-03-29 00:00:00,,2021-03-30 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,3841252a9851912e767d4bb,CG852
;1EI07P0,"60001193       ",SIEESUTN,"#!EFTROA","#!EFTRT9","LOAN ",EURLI,"PEND ",POTEN,2020-10-13 19:03:20,2020-10-13 19:19:35,CMARTILL,RPTMGR01,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,CONSH,2021-04-01 00:00:00,"1M   ",LOANS,,2021-03-01 00:00:00,25390,,"MON  ",N,,,N,,2024-05-28 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-02-25 00:00:00,,,,,2021-03-30 00:00:00,,2021-03-29 00:00:00,,2021-03-30 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,3842aaf8a81dd228f67d4d1,CG852
:3EI3ED3,"60001230       ",?ZE4CIA6,D3EI1MRL,B4EI393N,"LOAN ","BAB  ","PEND ",POTEN,2020-10-15 11:03:53,2020-10-20 16:32:25,LIQUSR03,SMANZANO,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"AU   ",AUD,N,,AUD,"ACQ  ",2021-04-12 00:00:00,"1M   ",LOANS,,2021-03-10 00:00:00,1000000,,"MON  ",N,,,N,,2025-03-08 00:00:00,,,"0420      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-08 00:00:00,,,,,2021-04-08 00:00:00,,2021-04-07 00:00:00,,2021-04-08 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,3865d58cd23b47554f9ef41,CG852
:LEI3GNT,"60001232       ",)?EF8978,IREFMCO3,I:EFMEGK,"LOAN ",EURLI,LRELS,ACTUA,2020-10-15 12:05:14,2020-10-15 12:46:51,CMARTILL,RPTMGR01,1250000,1250000,N,N,Y,"ACCR ","TOAD ",Y,1,1,1250000,1250000,"NL   ",EUR,N,1250000,EUR,"ACQ  ",2021-04-08 00:00:00,"1M   ",LOANS,,2021-03-08 00:00:00,1250000,1250000,"MON  ",N,,,N,,2025-05-29 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1250000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-04 00:00:00,,,,,2021-04-06 00:00:00,,2021-04-01 00:00:00,,2021-04-06 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-29 00:00:00,2025-05-29 00:00:00,"LMTR ","LMTR ",N,N,3866bae7342fc61a0f9ef5a,CG852
Q=EI3KXS,"60001238       ",SIEESUTN,"#!EFTROA","#!EFTRT9","LOAN ",EURLI,"PEND ",POTEN,2020-10-15 13:38:09,2020-10-15 15:31:06,LIQUSR03,LIQAPCP3,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,CONSH,2021-05-03 00:00:00,"1M   ",LOANS,,2021-04-01 00:00:00,26000,,"MON  ",N,,,N,,2024-05-28 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2021-03-30 00:00:00,,,,,2021-04-29 00:00:00,,2021-04-28 00:00:00,,2021-04-29 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,38681b32f6e03833bf9ef9e,CG852
