"LGE_RID_EVENT","LGE_CHR_USER_ID","LGE_CHR_LOGIN_ID","LGE_CHR_NODE","LGE_CDE_EVENT","LGE_TXT_COMMENT","LGE_TSP_REC_CREATE","LGE_TSP_REC_UPDATE","LGE_UID_REC_CREATE","LGE_UID_REC_UPDATE"
"FDEF6WSS","INPALN01","INPALN01                                                        ","00000A752037","SLGIN","SuccessfulLogin","2020-08-20 10:12:28","2020-08-20 10:12:28","LS2LOCK ","LS2LOCK "
"F?EF6X6G","LIQUSR05","LIQUSR05                                                        ","00000A15DE6F","SLGIN","SuccessfulLogin","2020-08-20 10:20:40","2020-08-20 10:20:40","LS2LOCK ","LS2LOCK "
"FSEF6XVD","INPRON01","INPRON01                                                        ","00000A752040","SLGIN","SuccessfulLogin","2020-08-20 10:35:37","2020-08-20 10:35:37","LS2LOCK ","LS2LOCK "
"F7EF6XWF","JCUSR01 ","JCUSR01                                                         ","00000A15DC03","SLGIN","SuccessfulLogin","2020-08-20 10:36:15","2020-08-20 10:36:15","LS2LOCK ","LS2LOCK "
"FXEF6YIW","CMARTILL","CMARTILL                                                        ","00000AF21824","SLGIN","SuccessfulLogin","2020-08-20 10:49:44","2020-08-20 10:49:44","LS2LOCK ","LS2LOCK "
"F2EF6ZQS","JCUSR01 ","JCUSR01                                                         ","00000A15D9A7","SLGIN","SuccessfulLogin","2020-08-20 11:16:04","2020-08-20 11:16:04","LS2LOCK ","LS2LOCK "
"FLEF715D","INPCHER ","INPCHER                                                         ","00000A7520C3","SLGIN","SuccessfulLogin","2020-08-20 11:46:25","2020-08-20 11:46:25","LS2LOCK ","LS2LOCK "
":@EFVFC4","LIQAPCP3","LIQAPCP3                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-09-02 15:55:16","2020-09-02 15:55:16","LS2LOCK ","LS2LOCK "
":CEFVFDC","LIQUSR03","LIQUSR03                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-09-02 15:56:00","2020-09-02 15:56:00","LS2LOCK ","LS2LOCK "
":WEFVFN1","LIQUSR04","LIQUSR04                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-09-02 16:01:49","2020-09-02 16:01:49","LS2LOCK ","LS2LOCK "
"5TEFWXOC","INPROS01","INPROS01                                                        ","00000A752047","SLGIN","SuccessfulLogin","2020-09-03 11:29:00","2020-09-03 11:29:00","LS2LOCK ","LS2LOCK "
"58EFWXT6","SUPAMT01","SUPAMT01                                                        ","00000A7520BD","SLGIN","SuccessfulLogin","2020-09-03 11:31:54","2020-09-03 11:31:54","LS2LOCK ","LS2LOCK "
"5YEFWYGM","DJRHSUPP","DJRHSUPP                                                        ","00000A752023","SLGIN","SuccessfulLogin","2020-09-03 11:45:58","2020-09-03 11:45:58","LS2LOCK ","LS2LOCK "
"53EFWYNJ","DJRHSUPP","DJRHSUPP                                                        ","00000A752023","SLGIN","SuccessfulLogin","2020-09-03 11:50:07","2020-09-03 11:50:07","LS2LOCK ","LS2LOCK "
"5CEFWYU7","DJRHAPRV","DJRHAPRV                                                        ","00000A752023","SLGIN","SuccessfulLogin","2020-09-03 11:54:07","2020-09-03 11:54:07","LS2LOCK ","LS2LOCK "
"5;EFWYZ1","DJRHINPT","DJRHINPT                                                        ","00000A752023","SLGIN","SuccessfulLogin","2020-09-03 11:57:01","2020-09-03 11:57:01","LS2LOCK ","LS2LOCK "
"5WEFX11E","INPCHER ","INPCHER                                                         ","00000A7520EF","SLGIN","SuccessfulLogin","2020-09-03 12:41:38","2020-09-03 12:41:38","LS2LOCK ","LS2LOCK "
"5BEFX5JA","INPCHER ","INPCHER                                                         ","00000A75207F","SLGIN","SuccessfulLogin","2020-09-03 14:18:46","2020-09-03 14:18:46","LS2LOCK ","LS2LOCK "
"5QEFX5WF","FJUSR01 ","FJUSR01                                                         ","00000A752066","SLGIN","SuccessfulLogin","2020-09-03 14:26:39","2020-09-03 14:26:39","LS2LOCK ","LS2LOCK "
"55EFX5X0","INPCHER ","INPCHER                                                         ","00000A75207F","SLGIN","SuccessfulLogin","2020-09-03 14:27:00","2020-09-03 14:27:00","LS2LOCK ","LS2LOCK "
"5LEFX61O","FJMGR01 ","FJMGR01                                                         ","00000A752066","SLGIN","SuccessfulLogin","2020-09-03 14:29:48","2020-09-03 14:29:48","LS2LOCK ","LS2LOCK "
"5VEFX61R","INPDEL01","INPDEL01                                                        ","00000A75211A","FLGWP","InvalidPassword","2020-09-03 14:29:50","2020-09-03 14:29:50","LS2LOCK ","LS2LOCK "
"5GEFX61X","INPDEL01","INPDEL01                                                        ","00000A75211A","SLGIN","SuccessfulLogin","2020-09-03 14:29:57","2020-09-03 14:29:57","LS2LOCK ","LS2LOCK "
"50EFX622","MGRROS01","MGRROS01                                                        ","00000A75210E","SLGIN","SuccessfulLogin","2020-09-03 14:30:02","2020-09-03 14:30:02","LS2LOCK ","LS2LOCK "
"5+EFX633","INPCHER ","INPCHER                                                         ","00000A75207F","SLGIN","SuccessfulLogin","2020-09-03 14:30:39","2020-09-03 14:30:39","LS2LOCK ","LS2LOCK "
"5*EFX63M","FJUSR01 ","FJUSR01                                                         ","00000A752066","SLGIN","SuccessfulLogin","2020-09-03 14:30:58","2020-09-03 14:30:58","LS2LOCK ","LS2LOCK "
"LAEFX64K","INPROS01","INPROS01                                                        ","00000A75210E","SLGIN","SuccessfulLogin","2020-09-03 14:31:32","2020-09-03 14:31:32","LS2LOCK ","LS2LOCK "
"L!EFX6BL","INPCHER ","INPCHER                                                         ","00000A75207F","SLGIN","SuccessfulLogin","2020-09-03 14:35:45","2020-09-03 14:35:45","LS2LOCK ","LS2LOCK "
"LPEFX6IT","INPROS01","INPROS01                                                        ","00000A75210E","SLGIN","SuccessfulLogin","2020-09-03 14:40:05","2020-09-03 14:40:05","LS2LOCK ","LS2LOCK "
"L4EFX6L3","INPDEL01","INPDEL01                                                        ","00000A7520EF","SLGIN","SuccessfulLogin","2020-09-03 14:41:27","2020-09-03 14:41:27","LS2LOCK ","LS2LOCK "
"LZEFX7GM","CMARTILL","CMARTILL                                                        ","00000AF21893","SLGIN","SuccessfulLogin","2020-09-03 15:00:22","2020-09-03 15:00:22","LS2LOCK ","LS2LOCK "
"LEEFX815","RPTINP01","RPTINP01                                                        ","00000A7520B9","SLGIN","SuccessfulLogin","2020-09-03 15:12:41","2020-09-03 15:12:41","LS2LOCK ","LS2LOCK "
"L.EFX86I","INPDEL01","INPDEL01                                                        ","00000A7520EF","SLGIN","SuccessfulLogin","2020-09-03 15:15:54","2020-09-03 15:15:54","LS2LOCK ","LS2LOCK "
"L8EFX8CN","JCUSR01 ","JCUSR01                                                         ","00000A752054","SLGIN","SuccessfulLogin","2020-09-03 15:19:35","2020-09-03 15:19:35","LS2LOCK ","LS2LOCK "
"LJEFX924","FJUSR01 ","FJUSR01                                                         ","00000A752066","SLGIN","SuccessfulLogin","2020-09-03 15:34:52","2020-09-03 15:34:52","LS2LOCK ","LS2LOCK "
"L3EFX95Y","JAQUITAN","JAQUITAN                                                        ","00000A75208B","SLGIN","SuccessfulLogin","2020-09-03 15:37:10","2020-09-03 15:37:10","LS2LOCK ","LS2LOCK "
"L@EFXA2Q","RPTINP01","RPTINP01                                                        ","00000A7520B9","SLGIN","SuccessfulLogin","2020-09-03 15:56:50","2020-09-03 15:56:50","LS2LOCK ","LS2LOCK "
"LWEFXBLL","CCUISIA ","CCUISIA                                                         ","00000A752095","SLGIN","SuccessfulLogin","2020-09-03 16:29:45","2020-09-03 16:29:45","LS2LOCK ","LS2LOCK "
"LHEFXBU5","RPTSUP01","RPTSUP01                                                        ","00000AF21893","SLGIN","SuccessfulLogin","2020-09-03 16:34:53","2020-09-03 16:34:53","LS2LOCK ","LS2LOCK "
"L?EFXCWB","MANZANOM","MANZANOM                                                        ","00000AF21C04","SLGIN","SuccessfulLogin","2020-09-03 16:57:47","2020-09-03 16:57:47","LS2LOCK ","LS2LOCK "
"L-EFXE30","INPCHER ","INPCHER                                                         ","00000A75207F","SLGIN","SuccessfulLogin","2020-09-03 17:23:24","2020-09-03 17:23:24","LS2LOCK ","LS2LOCK "
"L#EFXEEX","MANZANOS","MANZANOS                                                        ","00000AF21C04","SLGIN","SuccessfulLogin","2020-09-03 17:30:33","2020-09-03 17:30:33","LS2LOCK ","LS2LOCK "
"LBEFXEU8","RPTINP01","RPTINP01                                                        ","00000A7520B9","SLGIN","SuccessfulLogin","2020-09-03 17:39:44","2020-09-03 17:39:44","LS2LOCK ","LS2LOCK "
"LGEFXJTD","JAQUITAN","JAQUITAN                                                        ","00000A75208B","SLGIN","SuccessfulLogin","2020-09-03 19:27:13","2020-09-03 19:27:13","LS2LOCK ","LS2LOCK "
"L+EFXLTK","DANUSR01","DANUSR01                                                        ","00000A75212D","SLGIN","SuccessfulLogin","2020-09-03 20:10:32","2020-09-03 20:10:32","LS2LOCK ","LS2LOCK "
"V4EFXQBZ","JOBSUPER","JOBSUPER                                                        ","00000A75212D","SLGIN","SuccessfulLogin","2020-09-03 21:47:59","2020-09-03 21:47:59","LS2LOCK ","LS2LOCK "
"VKEFXQOJ","DANUSR01","DANUSR01                                                        ","00000A75212D","SLGIN","SuccessfulLogin","2020-09-03 21:55:31","2020-09-03 21:55:31","LS2LOCK ","LS2LOCK "
"VUEFXQXF","LIQAPCP3","LIQAPCP3                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-09-03 22:00:51","2020-09-03 22:00:51","LS2LOCK ","LS2LOCK "
"VFEFXQZH","JOBSUPER","JOBSUPER                                                        ","00000A75212D","SLGIN","SuccessfulLogin","2020-09-03 22:02:05","2020-09-03 22:02:05","LS2LOCK ","LS2LOCK "
"VZEFXR1M","DANUSR01","DANUSR01                                                        ","00000A75212D","SLGIN","SuccessfulLogin","2020-09-03 22:03:22","2020-09-03 22:03:22","LS2LOCK ","LS2LOCK "
"V9EFXRGY","INPROS01","INPROS01                                                        ","00000A75210E","SLGIN","SuccessfulLogin","2020-09-03 22:12:34","2020-09-03 22:12:34","LS2LOCK ","LS2LOCK "
"V)EFXRZS","MGRROS01","MGRROS01                                                        ","00000A75210E","SLGIN","SuccessfulLogin","2020-09-03 22:23:52","2020-09-03 22:23:52","LS2LOCK ","LS2LOCK "
"VEEFXS29","INPROS01","INPROS01                                                        ","00000A75210E","SLGIN","SuccessfulLogin","2020-09-03 22:25:21","2020-09-03 22:25:21","LS2LOCK ","LS2LOCK "
"CSEFGN0B","INPALN01","INPALN01                                                        ","00000A752037","SLGIN","SuccessfulLogin","2020-08-25 16:16:59","2020-08-25 16:16:59","LS2LOCK ","LS2LOCK "
"CXEFGN4S","INPAMT01","INPAMT01                                                        ","00000A7520AF","SLGIN","SuccessfulLogin","2020-08-25 16:19:40","2020-08-25 16:19:40","LS2LOCK ","LS2LOCK "
"C#EFGNCR","MGRDEL01","MGRDEL01                                                        ","00000A75210E","SLGIN","SuccessfulLogin","2020-08-25 16:24:27","2020-08-25 16:24:27","LS2LOCK ","LS2LOCK "
"CBEFGNDY","LOANIQ01","LOANIQ01                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-08-25 16:25:10","2020-08-25 16:25:10","LS2LOCK ","LS2LOCK "
"C5EFGNKC","JAQUITAN","JAQUITAN                                                        ","00000A75206E","SLGIN","SuccessfulLogin","2020-08-25 16:29:00","2020-08-25 16:29:00","LS2LOCK ","LS2LOCK "
"CLEFGNL6","JANICEA1","JANICEA1                                                        ","00000A75206E","SLGIN","SuccessfulLogin","2020-08-25 16:29:30","2020-08-25 16:29:30","LS2LOCK ","LS2LOCK "
"C+EFGNQE","DJRHINPT","DJRHINPT                                                        ","00000A75204A","SLGIN","SuccessfulLogin","2020-08-25 16:32:38","2020-08-25 16:32:38","LS2LOCK ","LS2LOCK "
";AEFGNTJ","INPDEL01","INPDEL01                                                        ","00000A75210E","SLGIN","SuccessfulLogin","2020-08-25 16:34:31","2020-08-25 16:34:31","LS2LOCK ","LS2LOCK "
";!EFGNUF","DJRHINPT","DJRHINPT                                                        ","00000A75204A","SLGIN","SuccessfulLogin","2020-08-25 16:35:03","2020-08-25 16:35:03","LS2LOCK ","LS2LOCK "
"M2EFI0IV","INPROS01","INPROS01                                                        ","00000A15D834","SLGIN","SuccessfulLogin","2020-08-26 10:06:31","2020-08-26 10:06:31","LS2LOCK ","LS2LOCK "
"M-EFI0KD","MGRALN01","MGRALN01                                                        ","00000A752039","SLGIN","SuccessfulLogin","2020-08-26 10:07:25","2020-08-26 10:07:25","LS2LOCK ","LS2LOCK "
"M#EFI0OJ","SUPALN01","SUPALN01                                                        ","00000A752039","SLGIN","SuccessfulLogin","2020-08-26 10:09:55","2020-08-26 10:09:55","LS2LOCK ","LS2LOCK "
"MBEFI0TP","INPALN01","INPALN01                                                        ","00000A752039","SLGIN","SuccessfulLogin","2020-08-26 10:13:01","2020-08-26 10:13:01","LS2LOCK ","LS2LOCK "
"W#EFI2DE","INPALN01","INPALN01                                                        ","00000A752039","SLGIN","SuccessfulLogin","2020-08-26 10:46:26","2020-08-26 10:46:26","LS2LOCK ","LS2LOCK "
"WLEFI2I7","RPTSUP01","RPTSUP01                                                        ","00000AF21845","SLGIN","SuccessfulLogin","2020-08-26 10:49:19","2020-08-26 10:49:19","LS2LOCK ","LS2LOCK "
"WGEFI2ST","DJRHSUPP","DJRHSUPP                                                        ","00000A7520B7","SLGIN","SuccessfulLogin","2020-08-26 10:55:41","2020-08-26 10:55:41","LS2LOCK ","LS2LOCK "
"W+EFI2VG","DJRHINPT","DJRHINPT                                                        ","00000A7520B7","SLGIN","SuccessfulLogin","2020-08-26 10:57:16","2020-08-26 10:57:16","LS2LOCK ","LS2LOCK "
"W*EFI2WW","DJRHSUPP","DJRHSUPP                                                        ","00000A7520B7","SLGIN","SuccessfulLogin","2020-08-26 10:58:08","2020-08-26 10:58:08","LS2LOCK ","LS2LOCK "
"HAEFI2YI","DJRHINPT","DJRHINPT                                                        ","00000A7520B7","SLGIN","SuccessfulLogin","2020-08-26 10:59:06","2020-08-26 10:59:06","LS2LOCK ","LS2LOCK "
"H!EFI314","DJRHAPRV","DJRHAPRV                                                        ","00000A7520B7","SLGIN","SuccessfulLogin","2020-08-26 11:00:40","2020-08-26 11:00:40","LS2LOCK ","LS2LOCK "
"HFEFI3CU","DJRHINPT","DJRHINPT                                                        ","00000A7520B7","SLGIN","SuccessfulLogin","2020-08-26 11:07:42","2020-08-26 11:07:42","LS2LOCK ","LS2LOCK "
"HZEFI3LA","CMARTILL","CMARTILL                                                        ","00000AF21845","SLGIN","SuccessfulLogin","2020-08-26 11:12:46","2020-08-26 11:12:46","LS2LOCK ","LS2LOCK "
"H8EFI3SZ","RPTSUP01","RPTSUP01                                                        ","00000AF21845","SLGIN","SuccessfulLogin","2020-08-26 11:17:23","2020-08-26 11:17:23","LS2LOCK ","LS2LOCK "
"HJEFI3XL","DJRHAPRV","DJRHAPRV                                                        ","00000A7520B7","SLGIN","SuccessfulLogin","2020-08-26 11:20:09","2020-08-26 11:20:09","LS2LOCK ","LS2LOCK "
"H3EFI402","MGRALN01","MGRALN01                                                        ","00000A752039","SLGIN","SuccessfulLogin","2020-08-26 11:21:38","2020-08-26 11:21:38","LS2LOCK ","LS2LOCK "
"H(EFI43M","DANUSR01","DANUSR01                                                        ","00000A7520AE","SLGIN","SuccessfulLogin","2020-08-26 11:23:46","2020-08-26 11:23:46","LS2LOCK ","LS2LOCK "
"HCEFI45Q","SUPALN01","SUPALN01                                                        ","00000A752039","SLGIN","SuccessfulLogin","2020-08-26 11:25:02","2020-08-26 11:25:02","LS2LOCK ","LS2LOCK "
"HREFI48E","JAQUITAN","JAQUITAN                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-08-26 11:26:38","2020-08-26 11:26:38","LS2LOCK ","LS2LOCK "
"HWEFI4LJ","INPALN01","INPALN01                                                        ","00000A752039","SLGIN","SuccessfulLogin","2020-08-26 11:34:31","2020-08-26 11:34:31","LS2LOCK ","LS2LOCK "
"HHEFI4R6","LIQSVR04","LIQSVR04                                                        ","00000A15D819","SLGIN","SuccessfulLogin","2020-08-26 11:37:54","2020-08-26 11:37:54","LS2LOCK ","LS2LOCK "
"H$EFI5AE","SUPDEL01","SUPDEL01                                                        ","00000A15D865","SLGIN","SuccessfulLogin","2020-08-26 11:49:26","2020-08-26 11:49:26","LS2LOCK ","LS2LOCK "
"HNEFI5T8","JAQUITAN","JAQUITAN                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-08-26 12:00:44","2020-08-26 12:00:44","LS2LOCK ","LS2LOCK "
