"RMA_RID_RMT_ASC","RMA_RID_RMT_CNTNR","RMA_RID_RMT_INST","RMA_UID_REC_UPDATE","RMA_UID_REC_CREATE","RMA_TSP_REC_UPDATE","RMA_TSP_REC_CREATE","RMA_IND_AUTO_DOIT","RMA_IND_HOST_CORRS","RMA_CDE_DBL_IMPCT","RMA_CDE_BRANCH"
":YEI3JG6",":YEI3JFU","8-EGTR6B","CESSINP1","CESSINP1","2020-10-15 14:20:06","2020-10-15 14:20:06","N","N","","CG852"
":YEI3JG7",":YEI3JFU",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-15 14:20:06","2020-10-15 14:20:06","Y","N","","CG852"
":YEI3JG8",":YEI3JFU","D3EI1MZP","CESSINP1","CESSINP1","2020-10-15 14:20:06","2020-10-15 14:20:06","Y","N","","CG852"
":YEI3JG5",":YEI3JFU","$NEI1PH9","CESSINP1","CESSINP1","2020-10-15 14:20:06","2020-10-15 14:20:06","Y","N","","CG852"
":YEI3JG9",":YEI3JFU","FPE4MRO4","CESSINP1","CESSINP1","2020-10-15 14:20:06","2020-10-15 14:20:06","Y","N","","CG852"
":YEI3JGA",":YEI3JFU","FPE4MROR","CESSINP1","CESSINP1","2020-10-15 14:20:06","2020-10-15 14:20:06","Y","N","","CG852"
":YEI3LVN",":YEI3LVC","8-EGTR6B","CESSINP1","CESSINP1","2020-10-15 15:12:35","2020-10-15 15:12:35","N","N","","CG852"
":YEI3LVO",":YEI3LVC",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-15 15:12:35","2020-10-15 15:12:35","Y","N","","CG852"
":YEI3LVP",":YEI3LVC","D3EI1MZP","CESSINP1","CESSINP1","2020-10-15 15:12:35","2020-10-15 15:12:35","Y","N","","CG852"
":YEI3LVM",":YEI3LVC","$NEI1PH9","CESSINP1","CESSINP1","2020-10-15 15:12:35","2020-10-15 15:12:35","Y","N","","CG852"
":YEI3LVR",":YEI3LVC","FPE4MROR","CESSINP1","CESSINP1","2020-10-15 15:12:35","2020-10-15 15:12:35","Y","N","","CG852"
":YEI3LVQ",":YEI3LVC","FPE4MRO4","CESSINP1","CESSINP1","2020-10-15 15:12:35","2020-10-15 15:12:35","Y","N","","CG852"
"Q.EJEGM1","Q.EJEGLZ","ACEHQQK9","CESSINP1","CESSINP1","2020-11-09 21:45:08","2020-11-09 21:45:08","Y","N","","CG852"
"Q.EJEGMA","Q.EJEGM3","$NEI1PH9","CESSINP1","CESSINP1","2020-11-09 21:46:45","2020-11-09 21:46:45","Y","N","","CG852"
"Q.EJEGMF","Q.EJEGM3","FPE4MROR","CESSINP1","CESSINP1","2020-11-09 21:46:45","2020-11-09 21:46:45","Y","N","","CG852"
"Q.EJEGME","Q.EJEGM3","FPE4MRO4","CESSINP1","CESSINP1","2020-11-09 21:46:45","2020-11-09 21:46:45","Y","N","","CG852"
"Q.EJEGMB","Q.EJEGM3","8-EGTR6B","CESSINP1","CESSINP1","2020-11-09 21:46:45","2020-11-09 21:46:45","N","N","","CG852"
"Q.EJEGMD","Q.EJEGM3","D3EI1MZP","CESSINP1","CESSINP1","2020-11-09 21:46:45","2020-11-09 21:46:45","Y","N","","CG852"
"Q.EJEGMC","Q.EJEGM3",":;EFW3ZZ","CESSINP1","CESSINP1","2020-11-09 21:46:45","2020-11-09 21:46:45","Y","N","","CG852"
")XEIRVRQ",")XEIRVRM","49EIQ1R3","TESTINP ","TESTINP ","2020-10-28 16:39:03","2020-10-28 16:39:03","Y","N","","CG852"
")XEIRVRS",")XEIRVRM","49EIQ1ZK","TESTINP ","TESTINP ","2020-10-28 16:39:03","2020-10-28 16:39:03","Y","N","","CG852"
")XEIRVRR",")XEIRVRM","49EIQ1RG","TESTINP ","TESTINP ","2020-10-28 16:39:03","2020-10-28 16:39:03","Y","N","","CG852"
")XEIRVRX",")XEIRVRU","@*DZF8KW","TESTINP ","TESTINP ","2020-10-28 16:41:29","2020-10-28 16:41:29","Y","N","","CG852"
")XEIRVSP",")XEIRVSL","49EIQ1R3","TESTINP ","TESTINP ","2020-10-28 16:51:14","2020-10-28 16:51:14","Y","N","","CG852"
")XEIRVSQ",")XEIRVSL","49EIQ1RG","TESTINP ","TESTINP ","2020-10-28 16:51:14","2020-10-28 16:51:14","Y","N","","CG852"
")XEIRVSR",")XEIRVSL","49EIQ1ZK","TESTINP ","TESTINP ","2020-10-28 16:51:14","2020-10-28 16:51:14","Y","N","","CG852"
")XEIRVSW",")XEIRVST","@*DZF8KW","TESTINP ","TESTINP ","2020-10-28 16:53:45","2020-10-28 16:53:45","Y","N","","CG852"
":VEJEE2R",":VEJEE2P","ACEHQQK9","CESSSUP1","CESSSUP1","2020-11-09 20:36:26","2020-11-09 20:36:26","Y","N","","CG852"
":VEJEE30",":VEJEE2T","$NEI1PH9","CESSSUP1","CESSSUP1","2020-11-09 20:38:01","2020-11-09 20:38:01","Y","N","","CG852"
":VEJEE34",":VEJEE2T","FPE4MRO4","CESSSUP1","CESSSUP1","2020-11-09 20:38:01","2020-11-09 20:38:01","Y","N","","CG852"
":VEJEE32",":VEJEE2T",":;EFW3ZZ","CESSSUP1","CESSSUP1","2020-11-09 20:38:01","2020-11-09 20:38:01","Y","N","","CG852"
":VEJEE31",":VEJEE2T","8-EGTR6B","CESSSUP1","CESSSUP1","2020-11-09 20:38:01","2020-11-09 20:38:01","N","N","","CG852"
":VEJEE33",":VEJEE2T","D3EI1MZP","CESSSUP1","CESSSUP1","2020-11-09 20:38:01","2020-11-09 20:38:01","Y","N","","CG852"
":VEJEE35",":VEJEE2T","FPE4MROR","CESSSUP1","CESSSUP1","2020-11-09 20:38:01","2020-11-09 20:38:01","Y","N","","CG852"
":+EJEFSO",":+EJEFSM","ACEHQQK9","CESSINP1","CESSINP1","2020-11-09 20:53:35","2020-11-09 20:53:35","Y","N","","CG852"
":+EJEFSZ",":+EJEFSQ",":;EFW3ZZ","CESSINP1","CESSINP1","2020-11-09 20:55:09","2020-11-09 20:55:09","Y","N","","CG852"
":+EJEFT0",":+EJEFSQ","D3EI1MZP","CESSINP1","CESSINP1","2020-11-09 20:55:09","2020-11-09 20:55:09","Y","N","","CG852"
":+EJEFSY",":+EJEFSQ","8-EGTR6B","CESSINP1","CESSINP1","2020-11-09 20:55:09","2020-11-09 20:55:09","N","N","","CG852"
":+EJEFT2",":+EJEFSQ","FPE4MROR","CESSINP1","CESSINP1","2020-11-09 20:55:09","2020-11-09 20:55:09","Y","N","","CG852"
":+EJEFSX",":+EJEFSQ","$NEI1PH9","CESSINP1","CESSINP1","2020-11-09 20:55:09","2020-11-09 20:55:09","Y","N","","CG852"
":+EJEFT1",":+EJEFSQ","FPE4MRO4","CESSINP1","CESSINP1","2020-11-09 20:55:09","2020-11-09 20:55:09","Y","N","","CG852"
"ZUEJHS9P","ZUEJHS9N","ZUEJHS0Z","FOULISTR","FOULISTR","2020-11-11 14:09:36","2020-11-11 14:09:36","N","N","","CB141"
"ZUEJHS9U","ZUEJHS9S","GTEJFM2G","FOULISTR","FOULISTR","2020-11-11 14:10:50","2020-11-11 14:10:50","N","N","","CB141"
"TMEJJ5IB","TMEJJ5IA","GTEJFM2G","BRIANMOK","BRIANMOK","2020-11-12 07:30:24","2020-11-12 07:30:24","N","N","","CB141"
"E9EK76CV","E9EK76CS","@*DZF8KW","SKOUSR01","SKOUSR01","2020-11-25 09:25:29","2020-11-25 09:25:29","Y","N","","CG852"
"E9EK7BUR","E9EK7BUE","KIE9B4EJ","SKOUSR01","SKOUSR01","2020-11-25 12:26:36","2020-11-25 12:26:36","Y","N","","CG852"
"E9EK7BY6","E9EK7BXT","@*DZF8KW","SKOUSR01","SKOUSR01","2020-11-25 12:28:40","2020-11-25 12:28:40","Y","N","","CG852"
"9EEK5WGR","9EEK5WGF","KIE9B4EJ","SKOUSR01","SKOUSR01","2020-11-24 17:56:31","2020-11-24 17:56:31","Y","N","","CG852"
"9EEK5YBJ","9EEK5YBE","KIE9B4EJ","SKOUSR01","SKOUSR01","2020-11-24 18:31:02","2020-11-24 18:31:02","Y","N","","CG852"
"E9EK76AP","E9EK76AK","KIE9B4EJ","SKOUSR01","SKOUSR01","2020-11-25 09:10:29","2020-11-25 09:10:29","Y","N","","CG852"
"E9EK76AU","E9EK76AR","@*DZF8KW","SKOUSR01","SKOUSR01","2020-11-25 09:12:29","2020-11-25 09:12:29","Y","N","","CG852"
"E9EK76CQ","E9EK76CL","KIE9B4EJ","SKOUSR01","SKOUSR01","2020-11-25 09:23:32","2020-11-25 09:23:32","Y","N","","CG852"
"E9EK7AZM","E9EK7AZC","KIE9B4EJ","SKOUSR01","SKOUSR01","2020-11-25 12:07:55","2020-11-25 12:07:55","Y","N","","CG852"
"E9EK7B2T","E9EK7B2H","@*DZF8KW","SKOUSR01","SKOUSR01","2020-11-25 12:09:51","2020-11-25 12:09:51","Y","N","","CG852"
"E9EK7CQ8","E9EK7CPV","KIE9B4EJ","SKOUSR01","SKOUSR01","2020-11-25 12:45:29","2020-11-25 12:45:29","Y","N","","CG852"
"UNEK5BSM","UNEK5BSK","J5E4FAYR","SKOUSR01","SKOUSR01","2020-11-24 09:33:40","2020-11-24 09:33:40","N","N","","CG852"
"9EEK5YBO","9EEK5YBL","@*DZF8KW","SKOUSR01","SKOUSR01","2020-11-24 18:33:02","2020-11-24 18:33:02","Y","N","","CG852"
