"IMR_RID_SWFT_ROLE","IMR_CDE_SWFT_RTYP","IMR_RID_REM_INSTR","IMR_CDE_OWNER_TYPE","IMR_UID_REC_CREATE","IMR_UID_REC_UPDATE","IMR_TSP_REC_CREATE","IMR_TSP_REC_UPDATE","IMR_RID_SWFT_ID","IMR_TXT_ACCT_NO","IMR_TXT_CLG_CODE","IMR_TXT_TELEX_NO","IMR_TXT_ANSWRBACK","IMR_CDE_LOCCL_TYPE","IMR_TXT_DESC","IMR_CDE_BRANCH"
"5NEH891A","BENCR","5NEH8919","IRI  ","INPELY01","INPELY01","2020-09-28 16:46:38","2020-09-28 16:46:38","","","","","","","CUSTLEGAL10100",""
"5NEH899F","ORCSR","5NEH899D","IRI  ","INPELY01","INPELY01","2020-09-28 16:47:41","2020-09-28 16:47:41","","","","","","","CUSTLEGAL10100",""
"5NEH899E","BENCR","5NEH899D","IRI  ","INPELY01","INPELY01","2020-09-28 16:47:41","2020-09-28 16:47:41","","","","","","","CUSTLEGAL10100",""
"50EH8DMS","ORCSR","50EH8DMQ","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-28 17:05:56","2020-09-28 17:05:56","","","","","","","CUSTLEGAL47111",""
"50EH8DMR","BENCR","50EH8DMQ","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-28 17:05:56","2020-09-28 17:05:56","","","","","","","CUSTLEGAL47111",""
"50EH8DUV","BENCR","50EH8DUU","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-28 17:06:57","2020-09-28 17:06:57","","","","","","","CUSTLEGAL47111",""
"@?EFH2OJ","ORCSR","@?EFH2OH","IRI  ","INPAMT01","INPAMT01","2020-08-25 13:44:18","2020-08-25 13:44:18","","","","","","","Sanseera Electronics Ltd 001",""
"@?EFH2OI","BENCR","@?EFH2OH","IRI  ","INPAMT01","INPAMT01","2020-08-25 13:44:18","2020-08-25 13:44:18","","4561234789                              ","","","","","Sanseera Electronics Ltd 001",""
"@?EFH2WP","ACWIN","@?EFH2OH","IRI  ","INPAMT01","INPAMT01","2020-08-25 13:44:18","2020-08-25 13:44:18","42569194","","//AU032938          ","","","","",""
"@*EFH8XW","ORCSR","@*EFH8XU","IRI  ","INPALN01","INPALN01","2020-08-25 15:05:00","2020-08-25 15:05:00","","","","","","","ARIHANT TRADING COMPANY",""
"@*EFH8XV","BENCR","@*EFH8XU","IRI  ","INPALN01","INPALN01","2020-08-25 15:05:00","2020-08-25 15:05:00","","/06200087654321                         ","","","","","ARIHANT TRADING COMPANY",""
"@*EFH962","ACWIN","@*EFH8XU","IRI  ","INPALN01","INPALN01","2020-08-25 15:05:00","2020-08-25 15:05:00","@*DZF8R7","","","","","","",""
"@*EFH9E1","ORCSR","@*EFH9DZ","IRI  ","INPALN01","INPALN01","2020-08-25 15:07:13","2020-08-25 15:07:13","","","","","","","ARIHANT TRADING COMPANY",""
"@*EFH9E0","BENCR","@*EFH9DZ","IRI  ","INPALN01","INPALN01","2020-08-25 15:07:13","2020-08-25 15:07:13","","/06200087654321                         ","","","","","ARIHANT TRADING COMPANY",""
"@*EFH9M7","ACWIN","@*EFH9DZ","IRI  ","INPALN01","INPALN01","2020-08-25 15:07:13","2020-08-25 15:07:13","@*DZF8R7","","","","","","",""
"@+EFH8H3","ACWIN","@+EFH8AO","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:54:40","2020-08-25 15:54:40","@*DZF8R7","","","","","","",""
"@+EFH8IQ","BENCR","@+EFH8AO","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:54:40","2020-08-25 15:54:40","41798504","","","","","","Commonwealth Bank of Australia - OBU",""
"@+EFH8KC","INTMY","@+EFH8AO","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:54:40","2020-08-25 15:54:40","41798485","","","","","","",""
"@+EFH8LV","ORCSR","@+EFH8AO","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:54:40","2020-08-25 15:54:40","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
"@+EFH8NC","ORINS","@+EFH8AO","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:54:40","2020-08-25 15:54:40","41798519","","","","","","Commonwealth Bank of Australia - OBU",""
"@+EFH8OS","RCCOR","@+EFH8AO","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:54:40","2020-08-25 15:54:40","41798485","","","","","","",""
"@+EFH8Q5","SENDR","@+EFH8AO","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:54:40","2020-08-25 15:54:40","@*DZF8R7","","","","","","",""
"@+EFH8Z4","SRCOR","@+EFH8AO","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:54:40","2020-08-25 15:54:40","41798519","","","","","","",""
"@+EFH925","BENIN","@+EFH8AO","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:54:40","2020-08-25 15:54:40","41798519","","","","","","Commonwealth Bank of Australia - OBU",""
"@MEFH7UQ","BENCR","@MEFH7UP","IRI  ","INPDEL01","INPDEL01","2020-08-25 15:56:37","2020-08-25 15:56:37","","","","","","","Sanseera Electronics Ltd 1914539",""
"@MEFH7UR","ORCSR","@MEFH7UP","IRI  ","INPDEL01","INPDEL01","2020-08-25 15:56:37","2020-08-25 15:56:37","","","","","","","Sanseera Electronics Ltd 1914539",""
"@+EFH9JW","ORINS","@+EFH98L","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:58:13","2020-08-25 15:58:13","41798504","","","","","","Commonwealth Bank of Australia - OBU",""
"@+EFH9L6","RCCOR","@+EFH98L","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:58:13","2020-08-25 15:58:13","41798539","","","","","","",""
"@+EFH9MD","SENDR","@+EFH98L","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:58:13","2020-08-25 15:58:13","@*DZF8R7","","","","","","",""
"@+EFH9NI","SRCOR","@+EFH98L","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 15:58:13","2020-08-25 15:58:13","@*DZF8R7","","","","","","",""
"CTEFHBVI","ORCSR","CTEFHBVG","IRI  ","INPALN01","INPALN01","2020-08-25 16:06:48","2020-08-25 16:06:48","","","","","","","ARIHANT TRADING COMPANY",""
"CTEFHBVH","BENCR","CTEFHBVG","IRI  ","INPALN01","INPALN01","2020-08-25 16:06:48","2020-08-25 16:06:48","","/06200087654321                         ","","","","","ARIHANT TRADING COMPANY",""
"CTEFHC3O","ACWIN","CTEFHBVG","IRI  ","INPALN01","INPALN01","2020-08-25 16:06:48","2020-08-25 16:06:48","@*DZF8R7","","","","","","",""
"CTEFHCBM","BENCR","CTEFHCBL","IRI  ","INPALN01","INPALN01","2020-08-25 16:09:02","2020-08-25 16:09:02","","/06200087654321                         ","","","","","ARIHANT TRADING COMPANY",""
"CTEFHCBN","ORCSR","CTEFHCBL","IRI  ","INPALN01","INPALN01","2020-08-25 16:09:02","2020-08-25 16:09:02","","","","","","","ARIHANT TRADING COMPANY",""
"CTEFHCJT","ACWIN","CTEFHCBL","IRI  ","INPALN01","INPALN01","2020-08-25 16:09:02","2020-08-25 16:09:02","@*DZF8R7","","","","","","",""
"C2EFHABF","ORCSR","C2EFHABB","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798519","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHABH","RCCOR","C2EFHABB","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798539","","","","","","",""
"C2EFHABG","ORINS","C2EFHABB","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798504","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHABC","ACWIN","C2EFHABB","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798485","","","","","","",""
"C2EFHABI","SENDR","C2EFHABB","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","",""
"C2EFHABE","INTMY","C2EFHABB","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798504","","","","","","",""
"C2EFHABJ","SRCOR","C2EFHABB","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","",""
"C2EFHABD","BENCR","C2EFHABB","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHABR","SENDR","C2EFHABK","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","",""
"C2EFHABN","INTMY","C2EFHABK","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798504","","","","","","",""
"C2EFHABO","ORCSR","C2EFHABK","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798519","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHABS","SRCOR","C2EFHABK","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","",""
"C2EFHABQ","RCCOR","C2EFHABK","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798539","","","","","","",""
"C2EFHABM","BENCR","C2EFHABK","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHABP","ORINS","C2EFHABK","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798504","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHABL","ACWIN","C2EFHABK","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798485","","","","","","",""
"C2EFHAC0","SENDR","C2EFHABX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","",""
"C2EFHABY","INTMY","C2EFHABX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798558","","","","","","",""
"C2EFHAC1","SRCOR","C2EFHABX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798504","","","","","","",""
"C2EFHABZ","ORINS","C2EFHABX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798504","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHAC3","INTMY","C2EFHAC2","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798558","","","","","","",""
"C2EFHAC6","SRCOR","C2EFHAC2","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798504","","","","","","",""
"C2EFHAC4","ORINS","C2EFHAC2","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798504","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHAC5","SENDR","C2EFHAC2","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","",""
"C2EFHAAP","BENCR","C2EFHAAN","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798504","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHAAT","ORINS","C2EFHAAN","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798519","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHAAW","SRCOR","C2EFHAAN","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798519","","","","","","",""
"C2EFHAAS","ORCSR","C2EFHAAN","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHAAO","ACWIN","C2EFHAAN","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","",""
"C2EFHAAR","INTMY","C2EFHAAN","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798485","","","","","","",""
"C2EFHAAU","RCCOR","C2EFHAAN","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798485","","","","","","",""
"C2EFHAAQ","BENIN","C2EFHAAN","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798519","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHAAV","SENDR","C2EFHAAN","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","",""
"C2EFHAAZ","BENCR","C2EFHAAX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798504","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHAB1","INTMY","C2EFHAAX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798485","","","","","","",""
"C2EFHAB5","SENDR","C2EFHAAX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","",""
"C2EFHAB6","SRCOR","C2EFHAAX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798519","","","","","","",""
"C2EFHAAY","ACWIN","C2EFHAAX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","",""
"C2EFHAB2","ORCSR","C2EFHAAX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHAB3","ORINS","C2EFHAAX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798519","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHAB4","RCCOR","C2EFHAAX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798485","","","","","","",""
"C2EFHAB0","BENIN","C2EFHAAX","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:21:09","2020-08-25 16:21:09","41798519","","","","","","Commonwealth Bank of Australia - OBU",""
"CBEFHDFK","RCCOR","CBEFHDFF","IRI  ","LOANIQ01","LOANIQ01","2020-08-25 16:25:31","2020-08-25 16:25:31","@*DZF8R7","","","","","","",""
"CBEFHDFG","ACWIN","CBEFHDFF","IRI  ","LOANIQ01","LOANIQ01","2020-08-25 16:25:31","2020-08-25 16:25:31","41798485","","","","","","",""
"CBEFHDFM","SRCOR","CBEFHDFF","IRI  ","LOANIQ01","LOANIQ01","2020-08-25 16:25:31","2020-08-25 16:25:31","41798504","","","","","","",""
"W:EHL93Y","BENCR","W:EHL93X","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-05 16:29:32","2020-10-05 16:29:32","","","","","","","CUSTLEGAL05131",""
"W:EHL93Z","ORCSR","W:EHL93X","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-05 16:29:32","2020-10-05 16:29:32","","","","","","","CUSTLEGAL05131",""
"7;EHMZ3R","ORCSR","7;EHMZ3P","IRI  ","ARFELI01","ARFELI01","2020-10-06 15:37:12","2020-10-06 15:37:12","","","","","","","Sanseera Electronics Ltd 1110323",""
"7;EHMZ3Q","BENCR","7;EHMZ3P","IRI  ","ARFELI01","ARFELI01","2020-10-06 15:37:12","2020-10-06 15:37:12","","","","","","","Sanseera Electronics Ltd 1110323",""
"HKEI11F6","BENCR","HKEI11F5","IRI  ","DANUSR01","DANUSR01","2020-10-14 04:50:57","2020-10-14 04:50:57","","","","","","","CUSTLEGAL39140",""
"HKEI11F7","ORCSR","HKEI11F5","IRI  ","DANUSR01","DANUSR01","2020-10-14 04:50:57","2020-10-14 04:50:57","","","","","","","CUSTLEGAL39140",""
"HKEI11NB","ORCSR","HKEI11N9","IRI  ","DANUSR01","DANUSR01","2020-10-14 04:51:55","2020-10-14 04:51:55","","","","","","","CUSTLEGAL39140",""
"HKEI11NA","BENCR","HKEI11N9","IRI  ","DANUSR01","DANUSR01","2020-10-14 04:51:55","2020-10-14 04:51:55","","","","","","","CUSTLEGAL39140",""
"=UEI13FM","BENCR","=UEI13FL","IRI  ","DANUSR01","DANUSR01","2020-10-14 06:20:18","2020-10-14 06:20:18","","","","","","","CUSTLEGAL02101",""
"=UEI13FN","ORCSR","=UEI13FL","IRI  ","DANUSR01","DANUSR01","2020-10-14 06:20:18","2020-10-14 06:20:18","","","","","","","CUSTLEGAL02101",""
"=UEI13NQ","BENCR","=UEI13NP","IRI  ","DANUSR01","DANUSR01","2020-10-14 06:21:21","2020-10-14 06:21:21","","","","","","","CUSTLEGAL02101",""
"=UEI13NR","ORCSR","=UEI13NP","IRI  ","DANUSR01","DANUSR01","2020-10-14 06:21:21","2020-10-14 06:21:21","","","","","","","CUSTLEGAL02101",""
"$NEI1PHK","BENCR","$NEI1PHJ","IRI  ","SMANZANO","SMANZANO","2020-10-14 12:44:36","2020-10-14 12:44:36","","","","","","","LENDLEG0414",""
"$NEI1PHL","ORCSR","$NEI1PHJ","IRI  ","SMANZANO","SMANZANO","2020-10-14 12:44:36","2020-10-14 12:44:36","","","","","","","LENDLEG0414",""
"IMEI23OZ","ORINS","IMEI23OY","IRI  ","JANICEA1","JANICEA1","2020-10-14 19:42:21","2020-10-14 19:42:21","","","","","","","LENDLEG0414",""
"IMEI23P1","ORINS","IMEI23P0","IRI  ","JANICEA1","JANICEA1","2020-10-14 19:42:21","2020-10-14 19:42:21","","","","","","","LENDLEG0414",""
"IMEI23OR","BENIN","IMEI23OQ","IRI  ","JANICEA1","JANICEA1","2020-10-14 19:42:21","2020-10-14 19:42:21","","","","","","","LENDLEG0414",""
"IMEI23OT","BENIN","IMEI23OS","IRI  ","JANICEA1","JANICEA1","2020-10-14 19:42:21","2020-10-14 19:42:21","","","","","","","LENDLEG0414",""
"IMEI23OH","BENCR","IMEI23OG","IRI  ","JANICEA1","JANICEA1","2020-10-14 19:42:21","2020-10-14 19:42:21","","","","","","","LENDLEG0414",""
"IMEI23OI","ORCSR","IMEI23OG","IRI  ","JANICEA1","JANICEA1","2020-10-14 19:42:21","2020-10-14 19:42:21","","","","","","","LENDLEG0414",""
"IMEI23OK","BENCR","IMEI23OJ","IRI  ","JANICEA1","JANICEA1","2020-10-14 19:42:21","2020-10-14 19:42:21","","","","","","","LENDLEG0414",""
"IMEI23OL","ORCSR","IMEI23OJ","IRI  ","JANICEA1","JANICEA1","2020-10-14 19:42:21","2020-10-14 19:42:21","","","","","","","LENDLEG0414",""
"2GEI2C9C","ORCSR","2GEI2C9A","IRI  ","KIDUENAS","KIDUENAS","2020-10-14 22:36:01","2020-10-14 22:36:01","","","","","","","CUSTLEGAL35119",""
"2GEI2C9B","BENCR","2GEI2C9A","IRI  ","KIDUENAS","KIDUENAS","2020-10-14 22:36:01","2020-10-14 22:36:01","","","","","","","CUSTLEGAL35119",""
"2GEI2CHF","BENCR","2GEI2CHE","IRI  ","KIDUENAS","KIDUENAS","2020-10-14 22:37:14","2020-10-14 22:37:14","","","","","","","CUSTLEGAL35119",""
"2GEI2CHG","ORCSR","2GEI2CHE","IRI  ","KIDUENAS","KIDUENAS","2020-10-14 22:37:14","2020-10-14 22:37:14","","","","","","","CUSTLEGAL35119",""
"-OEI2IDR","BENCR","-OEI2IDQ","IRI  ","KIDUENAS","KIDUENAS","2020-10-14 23:53:54","2020-10-14 23:53:54","","","","","","","CUSTLEGAL35119",""
"-OEI2IDS","ORCSR","-OEI2IDQ","IRI  ","KIDUENAS","KIDUENAS","2020-10-14 23:53:54","2020-10-14 23:53:54","","","","","","","CUSTLEGAL35119",""
"-YEI2IUU","BENCR","-YEI2IUT","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-14 23:54:29","2020-10-14 23:54:29","","","","","","","CUSTLEGAL34117",""
"-YEI2IUV","ORCSR","-YEI2IUT","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-14 23:54:29","2020-10-14 23:54:29","","","","","","","CUSTLEGAL34117",""
"-OEI2ILV","BENCR","-OEI2ILU","IRI  ","KIDUENAS","KIDUENAS","2020-10-14 23:55:00","2020-10-14 23:55:00","","","","","","","CUSTLEGAL35119",""
"-OEI2ILW","ORCSR","-OEI2ILU","IRI  ","KIDUENAS","KIDUENAS","2020-10-14 23:55:00","2020-10-14 23:55:00","","","","","","","CUSTLEGAL35119",""
"-YEI2J2Y","BENCR","-YEI2J2X","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-14 23:55:30","2020-10-14 23:55:30","","","","","","","CUSTLEGAL34117",""
"-YEI2J2Z","ORCSR","-YEI2J2X","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-14 23:55:30","2020-10-14 23:55:30","","","","","","","CUSTLEGAL34117",""
":LEI3H4I","SENDR",":LEI3H4F","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","",""
":LEI3H3V","RCCOR",":LEI3H3Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","",""
":LEI3H3W","SENDR",":LEI3H3Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","",""
":LEI3H3S","BENIN",":LEI3H3Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
":LEI3H3U","ORINS",":LEI3H3Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
":LEI3H3X","SRCOR",":LEI3H3Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798504","","","","","","",""
":LEI3H3T","INTMY",":LEI3H3Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798485","","","","","","",""
":LEI3H3R","ACWIN",":LEI3H3Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798485","","","","","","",""
":LEI3H42","ORINS",":LEI3H3Y","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
":LEI3H44","SENDR",":LEI3H3Y","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","",""
":LEI3H40","BENIN",":LEI3H3Y","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
":LEI3H45","SRCOR",":LEI3H3Y","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798504","","","","","","",""
":LEI3H43","RCCOR",":LEI3H3Y","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","",""
":LEI3H41","INTMY",":LEI3H3Y","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798485","","","","","","",""
":LEI3H3Z","ACWIN",":LEI3H3Y","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798485","","","","","","",""
":LEI3H2N","RCCOR",":LEI3H2G","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798485","","","","","","",""
":LEI3H2I","BENCR",":LEI3H2G","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798504","","","","","","Commonwealth Bank of Australia - OBU",""
":LEI3H2J","BENIN",":LEI3H2G","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798519","","","","","","Commonwealth Bank of Australia - OBU",""
":LEI3H2H","ACWIN",":LEI3H2G","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","",""
":LEI3H2P","SRCOR",":LEI3H2G","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798519","","","","","","",""
":LEI3H2M","ORINS",":LEI3H2G","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798519","","","","","","Commonwealth Bank of Australia - OBU",""
":LEI3H2L","ORCSR",":LEI3H2G","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
":LEI3H2K","INTMY",":LEI3H2G","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798485","","","","","","",""
":LEI3H2O","SENDR",":LEI3H2G","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","",""
":LEI3H2Y","SENDR",":LEI3H2Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","",""
":LEI3H2Z","SRCOR",":LEI3H2Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798519","","","","","","",""
":LEI3H2W","ORINS",":LEI3H2Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798519","","","","","","Commonwealth Bank of Australia - OBU",""
":LEI3H2V","ORCSR",":LEI3H2Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
":LEI3H2U","INTMY",":LEI3H2Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798485","","","","","","",""
":LEI3H2S","BENCR",":LEI3H2Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798504","","","","","","Commonwealth Bank of Australia - OBU",""
":LEI3H2X","RCCOR",":LEI3H2Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798485","","","","","","",""
":LEI3H2R","ACWIN",":LEI3H2Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","@*DZF8R7","","","","","","",""
":LEI3H2T","BENIN",":LEI3H2Q","IRI  ","CMARTILL","CMARTILL","2020-10-15 12:26:37","2020-10-15 12:26:37","41798519","","","","","","Commonwealth Bank of Australia - OBU",""
"03EI4LES","ORCSR","03EI4LEQ","IRI  ","KIDUENAS","KIDUENAS","2020-10-16 03:32:16","2020-10-16 03:32:16","","","","","","","CUSTLEGAL06127",""
"03EI4LER","BENCR","03EI4LEQ","IRI  ","KIDUENAS","KIDUENAS","2020-10-16 03:32:16","2020-10-16 03:32:16","","","","","","","CUSTLEGAL06127",""
