"PRE_PID_PRODUCT_ID","PRE_CDE_PROD_TYPE","PRE_CDE_EVENT_TYPE","PRE_TSP_REC_CREATE","PRE_TSP_REC_UPDATE","PRE_UID_REC_CREATE","PRE_UID_REC_UPDATE","PRE_DTE_EFFECTIVE","PRE_RID_PROD_EVENT","PRE_TXT_AMEND_NUM","PRE_RID_OLD_PRD_EV","PRE_CDE_OWNER_TYPE","PRE_RID_OWNER","PRE_DTE_PREVIOUS","PRE_TXT_USER_DATA","PRE_TXT_EVENT_CMT","PRE_CDE_BRANCH"
"S#EESVR1","FAC  ","FCTRD","2020-09-16 16:44:10","2020-09-16 16:44:10","RPTMGR01","RPTMGR01","2020-06-25 00:00:00","B:EGM1MI","","","FCTRN","-BEGM16L","","","Facility Change Transaction for AMSTER BILAT DEAL1 FAC1 released.","CG852"
"S#EESVR1","FAC  ","FCTRD","2020-09-16 17:54:11","2020-09-16 17:54:11","RPTSUP01","RPTSUP01","2020-06-25 00:00:00",":JEGM7K3","","","FCTRN","B+EGM37W","","","Facility Change Transaction for AMSTER BILAT DEAL1 FAC1 released.","CG852"
"S#EESVR1","FAC  ","FDDCH","2020-08-12 18:27:28","2020-08-12 18:27:28","RPTMGR01","RPTMGR01","2020-05-27 00:00:00","7JEETCJQ","","","","","","","First loan drawdown date changed to 27-May-2020.","CG852"
"S#EESVR1","FAC  ","IPRC ","2020-09-16 19:08:21","2020-09-16 19:08:21","RPTSUP01","RPTSUP01","2020-06-25 00:00:00",":JEGM8RS","","","","","","","Pricing Changed by Pricing Change Transaction Number 1","CG852"
"S#EESVR1","FAC  ","IPRC ","2020-10-08 15:20:19","2020-10-08 15:20:19","RPTSUP01","RPTSUP01","2020-07-10 00:00:00","0KEHQNMO","","","","","","","Pricing Changed by Pricing Change Transaction Number 1","CG852"
"S#EESVR1","FAC  ","PRCHR","2020-09-16 19:08:21","2020-09-16 19:08:21","RPTSUP01","RPTSUP01","2020-06-25 00:00:00",":JEGM8RW","","","FPRCH","B+EGM78W","","","Pricing Change Transaction Number 1 released. Drill down to see details","CG852"
"S#EESVR1","FAC  ","PRCHR","2020-10-08 15:20:19","2020-10-08 15:20:19","RPTSUP01","RPTSUP01","2020-07-10 00:00:00","0KEHQNMS","","","FPRCH","04EHQLH4","","","Pricing Change Transaction Number 1 released. Drill down to see details","CG852"
"S#EESVR1","FAC  ","RECLS","2020-08-12 18:27:28","2020-08-12 18:27:28","RPTMGR01","RPTMGR01","2020-05-27 00:00:00","7JEETCJR","","","DPRCL","","","","Automatic discount P/L reclass due to release of Euro LIBOR Option Initial Drawdown (60000131).","CG852"
"S#EESVR1","FAC  ","TGDTE","2020-08-12 14:14:57","2020-08-12 14:14:57","RPTSUP01","RPTSUP01","2020-05-27 00:00:00","7ZEET24U","","","","","","","Delayed trigger date modified (27-May-2020)","CG852"
"SUEBXL0I","DEA  ","APRVD","2020-06-17 19:17:28","2020-06-17 19:17:28","RPTSUPAM","RPTSUPAM","2020-05-19 00:00:00","S9EBXPNE","","","","","","","Approval completed.  Approver: SUPAMSTERDAM, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"SUEBXL0I","DEA  ","CLDT ","2020-06-17 19:19:44","2020-06-17 19:19:44","RPTSUPAM","RPTSUPAM","2020-05-19 00:00:00","S9EBXPSE","","","","","","","","CG852"
"SUEBXL0I","DEA  ","CRTE ","2020-06-17 17:36:54","2020-06-17 17:36:54","RPTINPAM","RPTINPAM","2020-05-27 00:00:00","SUEBXL0N","","","","","","","Host Bank Deal. Copied from: CBANLD_TESTDEAL_600M","CG852"
"SUEBXL0I","DEA  ","PSPDU","2020-06-17 19:17:43","2020-06-17 19:17:43","RPTSUPAM","RPTSUPAM","2020-05-27 00:00:00","S9EBXPOG","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 27-May-2020","CG852"
"SUEBXL0I","DEA  ","STA  ","2020-06-17 19:15:00","2020-06-17 19:15:00","RPTINPAM","RPTINPAM","2020-05-27 00:00:00","SUEBXPAM","","","","","","","Warnings occurred during validation: N","CG852"
"SUEBXL0I","DEA  ","URDEA","2020-06-17 17:37:14","2020-06-17 17:37:14","RPTINPAM","RPTINPAM","2020-05-27 00:00:00","SUEBXL3E","","","","","","","","CG852"
"SUEBXL18","FAC  ","CRTE ","2020-06-17 17:36:55","2020-06-17 17:36:55","RPTINPAM","RPTINPAM","2020-05-27 00:00:00","SUEBXL19","","","","","","","Copied from: CBANLD_FACTEST_200M","CG852"
"SUEBXL18","FAC  ","TGDTE","2020-06-17 19:19:44","2020-06-17 19:19:44","RPTSUPAM","RPTSUPAM","2020-05-27 00:00:00","S9EBXPRE","","","","","","","Delayed trigger date modified (19-May-2020)","CG852"
"SUEBXL2B","FAC  ","CRTE ","2020-06-17 17:36:56","2020-06-17 17:36:56","RPTINPAM","RPTINPAM","2020-05-27 00:00:00","SUEBXL2C","","","","","","","Copied from: CBANLD_FACTEST_400M","CG852"
"SUEBXL2B","FAC  ","FDDCH","2020-06-18 10:09:50","2020-06-18 10:09:50","RPTSUPAM","RPTSUPAM","2020-05-21 00:00:00","SCEBYVRX","","","","","","","First loan drawdown date changed to 21-May-2020.","CG852"
"SUEBXL2B","FAC  ","RECLS","2020-06-18 10:09:50","2020-06-18 10:09:50","RPTSUPAM","RPTSUPAM","2020-05-27 00:00:00","SCEBYVRY","","","DPRCL","","","","Automatic discount P/L reclass due to release of Euro LIBOR Option Initial Drawdown (60000028).","CG852"
"SUEBXL2B","FAC  ","RENME","2020-06-17 19:10:36","2020-06-17 19:10:36","RPTINPAM","RPTINPAM","2020-05-27 00:00:00","SUEBXP30","","","","","","","Name changed from CBANLD_FACTEST_400M to CBANLD_FACTEST_300M","CG852"
"SUEBXL2B","FAC  ","TGDTE","2020-06-17 19:19:44","2020-06-17 19:19:44","RPTSUPAM","RPTSUPAM","2020-05-27 00:00:00","S9EBXPRF","","","","","","","Delayed trigger date modified (19-May-2020)","CG852"
"T*EHY77J","FAC  ","CRTE ","2020-10-12 17:07:26","2020-10-12 17:07:26","CESSINP1","CESSINP1","2020-07-13 00:00:00","T*EHY77O","","","","","","","","CG852"
"T*EHY77J","FAC  ","TGDTE","2020-10-13 16:14:27","2020-10-13 16:14:27","RPTMGR01","RPTMGR01","2021-03-01 00:00:00","CHEHZZD6","","","","","","","Delayed trigger date modified (01-Mar-2021)","CG852"
"T@EHY3MK","DEA  ","CRTE ","2020-10-12 15:46:03","2020-10-12 15:46:03","CESSINP1","CESSINP1","2020-07-13 00:00:00","T@EHY3MP","","","","","","","Host Bank Deal.","CG852"
"T@EHY3MK","DEA  ","FRHCH","2020-10-12 16:02:26","2020-10-12 16:02:26","CESSINP1","CESSINP1","2020-07-13 00:00:00","T@EHY47K","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 13-jul.-2020.","CG852"
"T@EHY3MK","DEA  ","FRHCH","2020-10-12 16:02:59","2020-10-12 16:02:59","CESSINP1","CESSINP1","2020-07-13 00:00:00","T@EHY48H","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 13-jul.-2020.","CG852"
"T@EHY3MK","DEA  ","URDEA","2020-10-12 15:46:44","2020-10-12 15:46:44","CESSINP1","CESSINP1","2020-07-13 00:00:00","T@EHY3MV","","","","","","","","CG852"
"T@EHY5FQ","FAC  ","CRTE ","2020-10-12 16:29:16","2020-10-12 16:29:16","CESSINP1","CESSINP1","2020-07-13 00:00:00","T@EHY5FX","","","","","","","","CG852"
"TAEHY1D2","DEA  ","CRTE ","2020-10-12 14:58:32","2020-10-12 14:58:32","CESSINP1","CESSINP1","2020-07-13 00:00:00","TAEHY1D7","","","","","","","Host Bank Deal.","CG852"
"TAEHY1D2","DEA  ","URDEA","2020-10-12 14:59:36","2020-10-12 14:59:36","CESSINP1","CESSINP1","2020-07-13 00:00:00","TAEHY1DD","","","","","","","","CG852"
"TZEHY290","DEA  ","CRTE ","2020-10-12 15:16:37","2020-10-12 15:16:37","CESSINP1","CESSINP1","2020-07-13 00:00:00","TZEHY295","","","","","","","Host Bank Deal.","CG852"
"TZEHY290","DEA  ","URDEA","2020-10-12 15:17:18","2020-10-12 15:17:18","CESSINP1","CESSINP1","2020-07-13 00:00:00","TZEHY29B","","","","","","","","CG852"
"UNEK5BS3","DEA  ","CRTE ","2020-11-24 09:31:32","2020-11-24 09:31:32","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","UNEK5BS8","","","","","","","Host Bank Deal.","CG852"
"UNEK5BS3","DEA  ","URDEA","2020-11-24 09:31:48","2020-11-24 09:31:48","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","UNEK5BSE","","","","","","","","CG852"
"V8EF4706","DEA  ","APRVD","2020-08-19 10:01:48","2020-08-19 10:01:48","LIQSVR05","LIQSVR05","2020-05-27 00:00:00","!KEF5UUX","","","","","","","Approval completed.  Approver: AMSTERDAM, LIQSVR. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"V8EF4706","DEA  ","CLDT ","2020-08-19 10:03:34","2020-08-19 10:03:34","LIQSVR05","LIQSVR05","2020-05-27 00:00:00","!KEF5UWA","","","","","","","","CG852"
"V8EF4706","DEA  ","CRTE ","2020-08-18 12:11:45","2020-08-18 12:11:45","LIQUSR05","LIQUSR05","2020-05-27 00:00:00","V8EF470B","","","","","","","Host Bank Deal.","CG852"
"V8EF4706","DEA  ","PCTRL","2020-09-30 14:50:28","2020-09-30 14:50:28","LIQUSR05","LIQUSR05","2020-05-29 00:00:00","+.EHBYGA","","","PCP  ","2OEFMSX3","","","Paper Clip for 5MDEAL of 251.14 has been applied.","CG852"
"V8EF4706","DEA  ","PCTRL","2020-10-07 09:02:43","2020-10-07 09:02:43","LIQSVR04","LIQSVR04","2020-07-08 00:00:00","#XEHOMO8","","","PCP  ","+.EHBPAA","","","Paper Clip for 5MDEAL of 9,990.00 has been applied.","CG852"
"V8EF4706","DEA  ","PCTRL","2020-10-13 09:32:22","2020-10-13 09:32:22","LIQUSR05","LIQUSR05","2021-03-01 00:00:00","JIEHZR6O","","","PCP  ","JIEHZQY4","","","Paper Clip for 5MDEAL of 9,000.76 has been applied.","CG852"
"V8EF4706","DEA  ","PCTRL","2020-10-13 10:53:42","2020-10-13 10:53:42","LIQUSR05","LIQUSR05","2020-06-09 00:00:00","JIEHZSYM","","","PCP  ","#XEHOMPR","","","Paper Clip for 5MDEAL of 3,000.30 has been applied.","CG852"
"V8EF4706","DEA  ","PCTRL","2020-10-13 11:10:08","2020-10-13 11:10:08","LIQUSR05","LIQUSR05","2021-03-01 00:00:00","JIEHZTMV","","","PCP  ","JIEHZT2P","","","Paper Clip for 5MDEAL of 6,000.00 has been applied.","CG852"
"V8EF4706","DEA  ","PCTRL","2020-10-15 10:42:15","2020-10-15 10:42:15","LIQUSR05","LIQUSR05","2020-06-09 00:00:00",":EEI3I07","","","PCP  ","#:EHOMSI","","","Paper Clip for 5MDEAL of 22,500.00 has been applied.","CG852"
"V8EF4706","DEA  ","PSPDU","2020-08-19 10:03:07","2020-08-19 10:03:07","LIQSVR05","LIQSVR05","2020-05-27 00:00:00","!KEF5UVF","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 27-May-2020","CG852"
"V8EF4706","DEA  ","STA  ","2020-08-18 12:40:23","2020-08-18 12:40:23","LIQUSR05","LIQUSR05","2020-05-27 00:00:00","V8EF4761","","","","","","","Warnings occurred during validation: Y","CG852"
"V8EF4706","DEA  ","URDEA","2020-08-18 12:14:45","2020-08-18 12:14:45","LIQUSR05","LIQUSR05","2020-05-27 00:00:00","V8EF470O","","","","","","","","CG852"
"V8EF471U","FAC  ","CRTE ","2020-08-18 12:31:12","2020-08-18 12:31:12","LIQUSR05","LIQUSR05","2020-05-27 00:00:00","V8EF471V","","","","","","","","CG852"
"V8EF471U","FAC  ","FDDCH","2020-08-19 12:20:31","2020-08-19 12:20:31","LIQSVR05","LIQSVR05","2020-05-27 00:00:00","POEF62OS","","","","","","","First loan drawdown date changed to 27-May-2020.","CG852"
"V8EF471U","FAC  ","RECLS","2020-08-19 12:20:31","2020-08-19 12:20:31","LIQSVR05","LIQSVR05","2020-05-27 00:00:00","POEF62OT","","","DPRCL","","","","Automatic discount P/L reclass due to release of Euro LIBOR Option Initial Drawdown (60000297).","CG852"
"V8EF471U","FAC  ","TGDTE","2020-08-19 10:03:34","2020-08-19 10:03:34","LIQSVR05","LIQSVR05","2020-05-27 00:00:00","!KEF5UVR","","","","","","","Delayed trigger date modified (27-May-2020)","CG852"
"X-EI206K","FAC  ","CMI  ","2020-10-14 18:43:41","2020-10-14 18:43:41","MANZANOS","MANZANOS","2021-03-05 00:00:00","I4EI21CZ","2    ","","FTR  ","X-EI20T2","","","Unscheduled increase of 100,000,000.00, under amendment number 2","CG852"
"X-EI206K","FAC  ","CRTE ","2020-10-14 18:23:18","2020-10-14 18:23:18","SMANZANO","SMANZANO","2021-03-05 00:00:00","X-EI206L","","","","","","","","CG852"
"X-EI206K","FAC  ","EFDTE","2020-10-20 16:47:52","2020-10-20 16:47:52","JAQUITAN","JAQUITAN","2021-03-04 00:00:00","3VEID29G","","","","","2021-03-05 00:00:00","","Effective date changed from 05-Mar-2021 to 04-Mar-2021.","CG852"
"X-EI206K","FAC  ","FCTRD","2020-10-20 16:47:52","2020-10-20 16:47:52","JAQUITAN","JAQUITAN","2021-03-08 00:00:00","3VEID29F","","","FCTRN","IKEI2226","","","Facility Change Transaction for SYNDICATED_USD_FAC1 released.","CG852"
"X-EI206K","FAC  ","FCTRD","2020-10-21 17:24:37","2020-10-21 17:24:37","JAQUITAN","JAQUITAN","2021-03-08 00:00:00","=@EIEZXQ","","","FCTRN","=)EIEW1Y","","","Facility Change Transaction for SYNDICATED_USD_FAC1 released.","CG852"
"X-EI206K","FAC  ","IPRC ","2020-10-14 18:36:49","2020-10-14 18:36:49","SMANZANO","SMANZANO","2021-03-05 00:00:00","X-EI20OB","","","","","","","USD LIBOR Option: added","CG852"
"X-EI206K","FAC  ","OPRC ","2020-10-14 18:35:58","2020-10-14 18:35:58","SMANZANO","SMANZANO","2021-03-05 00:00:00","X-EI20MW","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"X-EI206K","FAC  ","SCNRV","2020-10-14 19:06:45","2020-10-14 19:06:45","SMANZANO","SMANZANO","2021-03-05 00:00:00","IKEI2249","","","","","","","Facility Change Transaction is created.","CG852"
"XGEI24BO","DEA  ","CRTE ","2020-10-14 19:05:44","2020-10-14 19:05:44","CESSINP1","CESSINP1","2021-03-05 00:00:00","XGEI24BT","","","","","","","Host Bank Deal.","CG852"
"XGEI24BO","DEA  ","FRHCH","2020-10-14 19:22:50","2020-10-14 19:22:50","CESSINP1","CESSINP1","2021-03-05 00:00:00","XGEI24E6","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 05-Mar-2021.","CG852"
"XGEI24BO","DEA  ","FRHCH","2020-10-14 19:23:22","2020-10-14 19:23:22","CESSINP1","CESSINP1","2021-03-05 00:00:00","XGEI24EB","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 05-Mar-2021.","CG852"
"XGEI24BO","DEA  ","URDEA","2020-10-14 19:06:26","2020-10-14 19:06:26","CESSINP1","CESSINP1","2021-03-05 00:00:00","XGEI24BZ","","","","","","","","CG852"
"Y5EFF54H","DEA  ","APRVD","2020-08-24 12:45:26","2020-08-24 12:45:26","FI717102","FI717102","2020-05-27 00:00:00","J?EFF8JG","","","","","","","Approval completed.  Approver: DENG, ANDREW. Job Function: Deal Administration Manager; Ranking: 10. Location: Sydney, NSW,Australia.","CG852"
"Y5EFF54H","DEA  ","CLDT ","2020-08-24 12:45:46","2020-08-24 12:45:46","LIQUSR03","LIQUSR03","2020-05-27 00:00:00","Y5EFF5BF","","","","","","","","CG852"
"Y5EFF54H","DEA  ","CRTE ","2020-08-24 12:23:36","2020-08-24 12:23:36","LIQUSR03","LIQUSR03","2020-05-27 00:00:00","Y5EFF54M","","","","","","","Host Bank Deal.","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-08-31 19:04:08","2020-08-31 19:04:08","LIQUSR03","LIQUSR03","2020-05-29 00:00:00","-VEFSKSN","","","MAT  ","7HEFL33O","","","Outgoing Manual Cashflow for 1,000.00 EUR Released. Description: MCP_OST_RLSED_TC014","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-08-31 19:08:37","2020-08-31 19:08:37","LIQUSR03","LIQUSR03","2020-05-29 00:00:00","-VEFSL08","","","MAT  ","7HEFL31Q","","","Incoming Manual Cashflow for 1,000.00 EUR Released. Description: MCP_OST_RLSED_TC013","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-01 17:11:46","2020-09-01 17:11:46","LIQUSR03","LIQUSR03","2020-05-29 00:00:00","B8EFUEIQ","","","MAT  ","B.EFUDMK","","","Incoming Manual Cashflow for 2,000.00 EUR Released. Description: MCP_OST_RLSED_TC013_2","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-01 17:15:32","2020-09-01 17:15:32","LIQUSR03","LIQUSR03","2020-05-29 00:00:00","B8EFUELK","","","MAT  ","B.EFUDOW","","","Outgoing Manual Cashflow for 2,100.00 EUR Released. Description: MCP_OST_RLSED_TC014_2","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-02 15:29:15","2020-09-02 15:29:15","LIQUSR03","LIQUSR03","2020-05-29 00:00:00",":.EFW0R9","","","MAT  ","B8EFVZXC","","","Incoming Manual Cashflow for 2,200.00 EUR Released. Description: MCP_OST_RLSED_TC013_2","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-17 12:42:05","2020-09-17 12:42:05","LIQAPCP3","LIQAPCP3","2020-06-25 00:00:00","0)EGNOZS","","","MAT  ","0UEGNO7W","","","Outgoing Manual Cashflow for 100.00 CAD Released. Description: Multicurrency Test CAD 1","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:52:54","2020-09-21 09:52:54","LIQAPCP3","LIQAPCP3","2020-06-26 00:00:00","OTEGURMU","","","MAT  ","FIEGPJN5","","","Outgoing Manual Cashflow for 300.00 CAD Released. Description: INT_FAC_DONE_TC005","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:53:14","2020-09-21 09:53:14","LIQAPCP3","LIQAPCP3","2020-06-26 00:00:00","OTEGUROT","","","MAT  ","FIEGPJPF","","","Outgoing Manual Cashflow for 400.00 CHF Released. Description: INT_FAC_DONE_TC006","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:53:28","2020-09-21 09:53:28","LIQAPCP3","LIQAPCP3","2020-06-26 00:00:00","OTEGURQZ","","","MAT  ","FIEGPJR6","","","Outgoing Manual Cashflow for 500.00 CNH Released. Description: INT_FAC_DONE_TC007","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:53:37","2020-09-21 09:53:37","LIQAPCP3","LIQAPCP3","2020-06-26 00:00:00","OTEGURSY","","","MAT  ","FIEGPJSW","","","Outgoing Manual Cashflow for 600.00 CNY Released. Description: INT_FAC_DONE_TC008","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:53:56","2020-09-21 09:53:56","LIQAPCP3","LIQAPCP3","2020-06-26 00:00:00","OTEGURV5","","","MAT  ","FIEGPJUN","","","Outgoing Manual Cashflow for 700.00 CZK Released. Description: INT_FAC_DONE_TC009","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:54:09","2020-09-21 09:54:09","LIQAPCP3","LIQAPCP3","2020-06-26 00:00:00","OTEGURX8","","","MAT  ","FIEGPJWE","","","Outgoing Manual Cashflow for 800.00 DKK Released. Description: INT_FAC_DONE_TC010","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:54:20","2020-09-21 09:54:20","LIQAPCP3","LIQAPCP3","2020-06-26 00:00:00","OTEGURZB","","","MAT  ","FIEGPJY5","","","Outgoing Manual Cashflow for 900.00 HKD Released. Description: INT_FAC_DONE_TC011","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:54:40","2020-09-21 09:54:40","LIQAPCP3","LIQAPCP3","2020-06-26 00:00:00","OTEGUS1E","","","MAT  ","FIEGPJZW","","","Outgoing Manual Cashflow for 1,000.00 IDR Released. Description: INT_FAC_DONE_TC012","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:54:50","2020-09-21 09:54:50","LIQAPCP3","LIQAPCP3","2020-06-29 00:00:00","OTEGUS3H","","","MAT  ","FIEGPMPM","","","Outgoing Manual Cashflow for 1,100 JPY Released. Description: INT_FAC_DONE_TC013","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:54:59","2020-09-21 09:54:59","LIQAPCP3","LIQAPCP3","2020-06-29 00:00:00","OTEGUS5K","","","MAT  ","FIEGPMTL","","","Outgoing Manual Cashflow for 1,300.00 MXN Released. Description: INT_FAC_DONE_TC014","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:55:18","2020-09-21 09:55:18","LIQAPCP3","LIQAPCP3","2020-06-29 00:00:00","OTEGUS7N","","","MAT  ","FIEGPMW3","","","Outgoing Manual Cashflow for 1,400.00 NZD Released. Description: INT_FAC_DONE_TC015","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:55:31","2020-09-21 09:55:31","LIQAPCP3","LIQAPCP3","2020-06-29 00:00:00","OTEGUS9Q","","","MAT  ","FIEGPMYE","","","Outgoing Manual Cashflow for 1,500.00 SEK Released. Description: INT_FAC_DONE_TC016","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:55:42","2020-09-21 09:55:42","LIQAPCP3","LIQAPCP3","2020-06-29 00:00:00","OTEGUSBT","","","MAT  ","FIEGPN0T","","","Outgoing Manual Cashflow for 1,400.00 SGD Released. Description: INT_FAC_DONE_TC017","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:55:59","2020-09-21 09:55:59","LIQAPCP3","LIQAPCP3","2020-06-29 00:00:00","OTEGUSDS","","","MAT  ","FIEGPN3M","","","Outgoing Manual Cashflow for 1,600.00 THB Released. Description: INT_FAC_DONE_TC018","CG852"
"Y5EFF54H","DEA  ","MCFRD","2020-09-21 09:56:10","2020-09-21 09:56:10","LIQAPCP3","LIQAPCP3","2020-06-29 00:00:00","OTEGUSFR","","","MAT  ","FIEGPN67","","","Outgoing Manual Cashflow for 1,700.00 ZAR Released. Description: INT_FAC_DONE_TC019","CG852"
"Y5EFF54H","DEA  ","PSPDU","2020-08-24 12:44:44","2020-08-24 12:44:44","LIQUSR03","LIQUSR03","2020-05-27 00:00:00","Y5EFF59M","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 27-May-2020","CG852"
"Y5EFF54H","DEA  ","RENME","2020-08-25 13:46:21","2020-08-25 13:46:21","LIQUSR03","LIQUSR03","2020-05-27 00:00:00","3MEFH242","","","","","","","Name changed from TEST DEAL MANUAL CP 4 to TEST DEAL MANUAL CP 4 - IGNORE 2 Alias changed from TESTDEALMANUALCP4 to TESTDEALMANUALCP4IG2","CG852"
"Y5EFF54H","DEA  ","RENME","2020-08-26 12:56:29","2020-08-26 12:56:29","LIQUSR03","LIQUSR03","2020-05-28 00:00:00","H+EFIWDG","","","","","","","Name changed from TEST DEAL MANUAL CP 4 - IGNORE 2 to TEST DEAL MANUAL CP 4 Alias changed from TESTDEALMANUALCP4IG2 to TESTDEALMANUALCP4","CG852"
"Y5EFF54H","DEA  ","STA  ","2020-08-24 12:44:45","2020-08-24 12:44:45","LIQUSR03","LIQUSR03","2020-05-27 00:00:00","Y5EFF59Y","","","","","","","Warnings occurred during validation: N","CG852"
"Y5EFF54H","DEA  ","URDEA","2020-08-24 12:24:08","2020-08-24 12:24:08","LIQUSR03","LIQUSR03","2020-05-27 00:00:00","Y5EFF54S","","","","","","","","CG852"
"Y5EFF559","FAC  ","CRTE ","2020-08-24 12:28:22","2020-08-24 12:28:22","LIQUSR03","LIQUSR03","2020-05-27 00:00:00","Y5EFF55A","","","","","","","","CG852"
"Y5EFF559","FAC  ","FCTRD","2020-09-17 12:39:16","2020-09-17 12:39:16","LIQUSR03","LIQUSR03","2020-06-25 00:00:00","0UEGNO7T","","","FCTRN","G:EGNNEX","","","Facility Change Transaction for FACILITY A released.","CG852"
"Y5EFF559","FAC  ","FDDCH","2020-08-25 16:27:00","2020-08-25 16:27:00","LIQUSR03","LIQUSR03","2020-05-27 00:00:00","C2EFHAXT","","","","","","","First loan drawdown date changed to 27-May-2020.","CG852"
"Y5EFF559","FAC  ","MCFRD","2020-08-31 19:04:08","2020-08-31 19:04:08","LIQUSR03","LIQUSR03","2020-05-29 00:00:00","-VEFSKSO","","","MAT  ","7HEFL33O","","","Outgoing Manual Cashflow for 1,000.00 EUR Released. Description: MCP_OST_RLSED_TC014","CG852"
"Y5EFF559","FAC  ","MCFRD","2020-08-31 19:08:37","2020-08-31 19:08:37","LIQUSR03","LIQUSR03","2020-05-29 00:00:00","-VEFSL09","","","MAT  ","7HEFL31Q","","","Incoming Manual Cashflow for 1,000.00 EUR Released. Description: MCP_OST_RLSED_TC013","CG852"
"Y5EFF559","FAC  ","MCFRD","2020-09-01 17:11:46","2020-09-01 17:11:46","LIQUSR03","LIQUSR03","2020-05-29 00:00:00","B8EFUEIR","","","MAT  ","B.EFUDMK","","","Incoming Manual Cashflow for 2,000.00 EUR Released. Description: MCP_OST_RLSED_TC013_2","CG852"
"Y5EFF559","FAC  ","MCFRD","2020-09-01 17:15:32","2020-09-01 17:15:32","LIQUSR03","LIQUSR03","2020-05-29 00:00:00","B8EFUELL","","","MAT  ","B.EFUDOW","","","Outgoing Manual Cashflow for 2,100.00 EUR Released. Description: MCP_OST_RLSED_TC014_2","CG852"
"Y5EFF559","FAC  ","MCFRD","2020-09-02 15:29:15","2020-09-02 15:29:15","LIQUSR03","LIQUSR03","2020-05-29 00:00:00",":.EFW0RA","","","MAT  ","B8EFVZXC","","","Incoming Manual Cashflow for 2,200.00 EUR Released. Description: MCP_OST_RLSED_TC013_2","CG852"
"Y5EFF559","FAC  ","MCFRD","2020-09-17 12:42:05","2020-09-17 12:42:05","LIQAPCP3","LIQAPCP3","2020-06-25 00:00:00","0)EGNOZT","","","MAT  ","0UEGNO7W","","","Outgoing Manual Cashflow for 100.00 CAD Released. Description: Multicurrency Test CAD 1","CG852"
"Y5EFF559","FAC  ","MCFRD","2020-09-21 09:52:54","2020-09-21 09:52:54","LIQAPCP3","LIQAPCP3","2020-06-26 00:00:00","OTEGURMV","","","MAT  ","FIEGPJN5","","","Outgoing Manual Cashflow for 300.00 CAD Released. Description: INT_FAC_DONE_TC005","CG852"
"Y5EFF559","FAC  ","MCFRD","2020-09-21 09:53:14","2020-09-21 09:53:14","LIQAPCP3","LIQAPCP3","2020-06-26 00:00:00","OTEGUROU","","","MAT  ","FIEGPJPF","","","Outgoing Manual Cashflow for 400.00 CHF Released. Description: INT_FAC_DONE_TC006","CG852"
"Y5EFF559","FAC  ","MCFRD","2020-09-21 09:53:28","2020-09-21 09:53:28","LIQAPCP3","LIQAPCP3","2020-06-26 00:00:00","OTEGURR0","","","MAT  ","FIEGPJR6","","","Outgoing Manual Cashflow for 500.00 CNH Released. Description: INT_FAC_DONE_TC007","CG852"
"Y5EFF559","FAC  ","MCFRD","2020-09-21 09:53:37","2020-09-21 09:53:37","LIQAPCP3","LIQAPCP3","2020-06-26 00:00:00","OTEGURSZ","","","MAT  ","FIEGPJSW","","","Outgoing Manual Cashflow for 600.00 CNY Released. Description: INT_FAC_DONE_TC008","CG852"
